order_id,customer_id,order_status_id,ship_address_id,shipper_id,order_date,total_amount
182,1480,3,2252,222,2022-09-10 12:58:12.496175,4679.7
183,1436,2,2080,463,2022-02-19 17:20:53.610270,7648.050000000001
184,3880,1,2177,259,2023-03-28 11:55:30.854805,2669.81
185,1044,3,2917,387,2023-01-11 06:09:23.092449,2738.18
186,4418,1,547,192,2020-04-14 03:44:43.000414,4626.709999999999
187,3966,3,1677,416,2022-08-31 09:56:35.064411,3692.43
188,125,4,1068,437,2020-05-29 11:17:16.979769,1837.52
189,2921,4,2967,167,2024-08-14 23:02:23.014943,1911.4
190,414,2,1461,243,2021-12-06 08:58:50.574027,4535.93
191,39,1,2853,282,2021-11-18 18:26:07.891500,304.54999999999995
192,170,1,2282,416,2020-08-13 05:41:30.741641,6518.129999999999
193,532,2,2138,196,2024-05-14 11:56:47.730294,1906.85
194,1283,2,1305,402,2021-05-01 06:32:48.268831,6891.629999999999
195,176,2,1821,328,2024-12-29 01:20:13.774470,4114.910000000001
196,2013,4,2775,103,2021-05-28 19:28:30.427829,2328.1800000000003
197,421,4,277,163,2020-12-26 03:32:31.392001,4974.45
198,4947,3,48,466,2021-01-10 11:44:03.253572,4020.37
199,2249,4,1285,4,2020-07-11 09:54:29.741161,4195.88
200,4963,4,2185,444,2024-08-28 01:57:00.388612,6820.33
201,2525,3,493,490,2020-02-17 01:40:01.712032,2483.5
202,4187,1,2380,115,2022-01-08 10:39:41.752144,139.14
203,4894,1,1654,495,2021-03-30 04:33:37.783590,2231.66
204,3292,3,1923,427,2020-03-25 03:18:51.256408,1768.2
205,4779,1,873,361,2025-03-06 04:15:20.043703,2457.0
206,724,2,497,478,2022-06-29 01:58:57.172554,1771.21
207,3328,2,2853,331,2021-11-09 03:50:44.101815,5300.76
208,1978,3,594,281,2021-11-30 05:25:23.087449,3892.7
209,4775,4,2508,430,2024-01-24 02:20:29.168657,1052.32
210,2931,4,398,114,2023-05-01 07:11:01.119228,1113.53
211,4208,2,2113,28,2023-12-13 23:39:10.909993,7560.860000000001
212,1526,4,2092,115,2021-03-11 18:29:56.155805,5082.280000000001
213,1930,4,2617,313,2025-02-16 12:05:50.972570,4731.06
214,2319,2,197,354,2022-12-25 05:16:11.083769,2190.48
215,614,3,962,261,2022-03-23 06:52:01.859252,846.65
216,239,1,949,474,2021-04-07 03:15:32.973095,451.08
217,4794,3,2513,266,2021-09-30 15:35:05.348501,1235.35
218,527,4,1902,25,2022-01-04 05:03:51.718911,3253.3900000000003
219,4919,4,246,56,2024-02-14 12:15:20.869155,1901.5
220,2358,3,623,71,2021-12-29 07:00:59.434625,1522.6599999999999
221,128,1,2019,377,2024-08-02 00:44:34.250022,4955.68
222,1103,4,1152,83,2021-08-13 02:06:49.358152,2771.8
223,1401,3,1700,122,2023-02-12 03:16:36.080297,4175.94
224,4737,1,2291,378,2024-09-25 20:31:24.656260,1253.8
225,631,4,2424,160,2021-08-05 12:21:15.880242,341.88
226,705,3,2478,121,2025-02-13 12:53:49.316929,1766.6999999999998
227,2886,4,2581,248,2020-12-31 02:20:29.140767,2010.76
228,3168,1,253,52,2025-03-21 00:45:54.574069,2514.18
229,1086,3,1952,109,2020-01-01 05:25:27.136329,1281.24
230,2825,3,2407,407,2023-10-11 00:49:32.315965,6449.199999999999
231,4777,3,2424,89,2024-02-22 14:14:54.090382,2422.8399999999997
232,3961,2,1419,325,2023-04-30 23:50:41.626619,172.8
233,664,2,2071,272,2020-04-15 01:51:03.438712,2976.8300000000004
234,4827,2,1432,52,2022-11-30 02:39:41.105697,5477.099999999999
235,2239,4,1,302,2022-10-25 17:44:58.739136,9023.35
236,1681,4,1978,290,2024-04-17 18:26:24.837355,2406.69
237,2283,3,1804,453,2020-07-19 13:02:31.137643,242.82
238,1582,4,472,207,2022-03-14 00:08:27.338325,3928.7700000000004
239,2971,2,2180,453,2022-01-30 05:07:41.066295,3448.16
240,1047,2,113,434,2024-04-18 20:45:23.239908,4631.88
241,3660,4,232,399,2024-09-08 18:09:19.893538,203.9
242,3688,1,2380,252,2024-02-23 14:28:22.040097,4857.630000000001
243,4744,1,79,368,2025-03-20 20:44:13.500609,309.84000000000003
244,2511,2,1150,436,2021-03-22 17:55:07.532944,5613.5
245,4886,3,2704,106,2025-02-01 22:03:56.613328,511.14
246,4991,4,2026,116,2024-08-07 14:39:44.009629,7286.110000000001
247,4650,2,1585,256,2025-02-10 20:06:35.535083,4524.79
248,2911,4,1582,92,2022-02-20 12:52:34.859357,1293.3000000000002
249,1417,3,1869,386,2025-03-22 02:52:30.980735,6392.93
250,3162,3,2882,454,2020-04-16 23:53:20.732532,4083.45
251,3109,4,1272,326,2024-11-13 03:31:53.203853,5074.379999999999
252,2016,3,1395,478,2020-02-11 07:28:49.456018,4216.889999999999
253,132,2,2992,447,2022-03-26 07:22:12.061563,750.52
254,465,2,1072,154,2020-12-31 03:41:18.405589,4074.12
255,4832,3,1395,99,2023-08-29 23:01:10.478173,79.92
256,1637,2,1602,214,2024-02-21 21:40:40.999111,3958.01
257,2094,2,188,475,2022-07-02 17:04:01.093997,7522.15
258,2635,3,1306,207,2022-09-20 13:19:26.918926,1014.78
259,1348,4,1134,356,2025-05-07 05:57:43.831274,3737.46
260,2866,1,2689,93,2024-02-07 15:26:27.520141,3730.24
261,2514,3,1835,141,2020-02-14 23:34:10.401701,2121.13
262,1116,4,2668,165,2021-08-27 07:31:28.902216,1771.52
263,2924,4,722,479,2024-09-12 10:10:35.665234,4482.389999999999
264,4114,2,2331,469,2020-04-23 05:14:26.129276,3666.8599999999997
265,4888,2,1988,300,2021-03-05 22:52:27.602403,1644.4
266,3706,4,1327,114,2022-05-29 23:18:45.977108,1353.32
267,3715,4,1631,359,2022-12-08 21:58:35.885976,3573.44
268,4520,3,1242,186,2024-05-16 17:24:21.749673,288.08
269,4813,2,493,280,2023-04-25 00:22:57.875811,1809.9
270,1211,3,1476,161,2020-10-22 07:05:19.858852,2076.22
271,743,2,1468,235,2023-04-18 23:42:00.021418,1132.56
272,2553,1,1661,310,2020-09-02 07:33:34.442429,4439.01
273,4119,1,388,110,2022-12-08 13:57:13.003984,170.84
274,2701,2,196,179,2023-04-01 09:06:31.772877,6354.49
275,1853,3,1267,56,2024-05-23 23:40:47.087561,6458.380000000001
276,3221,2,2839,208,2023-10-12 06:07:24.697512,621.32
277,2252,4,324,59,2023-05-06 12:55:25.223470,747.83
278,2496,3,2493,261,2021-01-20 15:18:54.300529,4770.55
279,4477,2,2836,339,2022-07-08 07:03:12.738649,2293.6400000000003
280,4686,1,221,22,2021-11-04 13:17:06.004065,4707.88
281,3867,1,1268,340,2023-11-05 06:46:03.047887,2385.4
282,2370,1,28,447,2022-01-22 23:42:03.554065,7865.53
283,1407,4,2771,205,2023-09-28 23:05:14.526759,3141.7
284,3863,2,2183,258,2021-06-11 22:39:52.770608,202.67
285,2775,2,944,390,2021-09-04 05:19:34.774040,2830.5
286,3389,3,362,154,2025-03-21 16:23:41.093293,5305.34
287,165,4,423,172,2022-07-29 07:00:59.233579,4429.54
288,1882,2,780,438,2025-02-17 16:16:10.996595,3225.08
289,2570,2,1422,411,2024-09-26 22:56:26.822973,1466.07
290,3595,1,2303,199,2020-12-14 01:49:23.116033,2351.5199999999995
291,4458,2,1826,318,2020-06-22 18:45:08.144899,1993.21
292,583,1,2764,286,2024-11-12 01:46:53.439303,1327.52
293,3310,3,1715,242,2021-06-03 20:54:07.892104,61.199999999999996
294,2639,1,46,263,2020-09-12 14:05:02.687245,538.77
295,1861,4,1013,308,2025-02-11 07:19:08.270618,4510.84
296,2689,1,2921,47,2023-11-19 20:49:36.204699,4236.75
297,3453,4,1966,138,2024-09-19 08:18:25.333880,1108.68
298,3081,2,1616,499,2020-07-31 18:44:38.812070,4328.53
299,4519,4,1381,194,2023-08-31 19:09:42.128278,3961.78
300,1729,2,1871,341,2024-10-09 20:18:54.247716,705.92
301,3248,1,651,317,2025-04-06 18:37:48.664832,5143.21
302,3429,2,1664,189,2024-09-02 16:25:17.692748,4945.1
303,2498,4,1003,301,2020-12-30 03:28:37.592428,6524.0
304,2718,1,2278,475,2020-11-12 02:53:20.277656,245.29
305,1765,4,1521,249,2023-06-10 05:33:19.617855,4474.66
306,2676,2,1754,37,2023-03-18 05:54:52.097175,5178.62
307,141,2,687,16,2023-08-20 01:24:06.061874,4862.65
308,2816,4,1066,396,2023-04-13 21:55:33.560864,1516.0
309,1919,3,1533,70,2024-10-10 17:38:57.142664,3206.56
310,3632,4,2954,93,2024-12-29 19:04:41.340288,849.7299999999999
311,3576,2,2302,63,2022-01-06 03:41:09.085855,3212.37
312,4230,2,2699,156,2020-02-17 10:26:48.749393,4115.56
313,74,3,995,315,2022-09-19 07:40:09.596488,4097.02
314,2764,3,2803,404,2024-05-05 00:16:27.324564,1359.39
315,519,1,1180,350,2022-12-08 12:01:08.091024,3171.68
316,1209,1,168,386,2025-01-09 00:10:08.455722,2811.04
317,514,3,1560,104,2021-11-28 01:23:26.945391,3003.09
318,3250,1,802,412,2020-07-04 17:08:52.672039,2408.61
319,1751,4,2685,121,2024-12-28 06:54:39.682812,6278.170000000001
320,4994,1,1332,38,2022-12-15 01:30:22.999861,891.22
321,3252,4,449,342,2023-11-24 10:26:12.617389,164.22
322,2992,4,41,27,2023-08-17 10:25:12.113909,2345.4900000000002
323,1278,1,454,471,2022-04-20 11:42:50.953552,3505.45
324,1730,4,883,286,2023-09-02 18:22:12.096358,6449.88
325,3811,3,2410,457,2022-11-20 19:36:25.760673,683.76
326,2671,4,1630,378,2024-06-02 00:12:16.108439,985.92
327,1996,3,519,256,2021-01-08 02:23:21.172487,2458.2
328,2172,4,1021,115,2020-09-23 15:17:33.094585,5540.599999999999
329,1073,2,406,285,2020-12-31 00:28:57.579494,3574.74
330,2023,2,2129,168,2023-03-03 13:47:34.240339,3504.0
331,3103,2,2331,167,2023-08-30 02:00:37.785649,4394.209999999999
332,1137,1,1963,73,2022-05-05 07:02:59.452081,136.41
333,3733,2,230,93,2024-08-20 08:41:58.591293,5233.84
334,261,1,385,301,2023-09-28 15:34:18.419507,6430.41
335,1323,3,376,34,2022-07-29 20:07:43.276812,1268.46
336,1758,3,173,476,2020-12-27 11:25:29.090956,2456.87
337,3492,3,2810,42,2021-10-19 13:12:01.741106,266.4
338,3777,2,2575,84,2021-01-18 00:04:08.976584,3079.35
339,1280,2,1042,391,2024-09-07 10:33:37.273189,2908.24
340,1355,3,136,56,2024-08-02 18:17:45.723496,2868.13
341,4727,1,677,357,2024-01-29 11:02:32.017687,2723.04
342,4985,1,426,104,2023-02-01 07:27:56.739064,2860.8599999999997
343,1736,3,2688,314,2021-04-13 19:35:07.238127,3891.64
344,60,3,1534,244,2023-07-06 18:17:45.994760,4412.599999999999
345,4101,1,891,225,2023-06-12 06:14:49.352010,1004.4
346,972,2,2006,328,2023-12-18 10:16:58.957752,2175.73
347,1731,2,2607,445,2025-01-29 18:08:58.727915,630.84
348,2681,4,1786,430,2020-12-09 14:42:37.300541,1689.2
349,2831,2,2085,452,2021-11-29 11:01:42.182564,5954.150000000001
350,2843,2,2425,499,2022-10-11 15:04:31.013630,3642.4
351,4838,2,331,424,2024-04-06 21:27:01.053632,1463.52
352,1377,2,480,456,2022-02-19 14:37:20.829732,5022.74
353,1968,4,1884,41,2025-02-01 14:01:10.315886,4455.889999999999
354,4371,1,1991,231,2024-02-06 14:38:27.209956,1227.54
355,4184,2,1165,369,2023-10-16 02:39:44.256442,5432.98
356,3465,2,2860,231,2021-10-02 23:52:18.581236,7584.64
357,1066,3,240,216,2021-12-08 04:45:57.246396,4888.13
358,3766,1,418,226,2025-02-19 17:40:39.859734,2371.2599999999998
359,4058,2,420,37,2024-01-10 05:04:19.158089,1647.94
360,2764,2,2291,326,2020-01-16 19:00:10.224346,1095.95
361,634,4,1698,61,2024-08-10 02:30:56.951478,3958.57
362,4190,3,490,190,2021-08-26 06:32:28.968841,2387.88
363,1908,1,345,35,2020-02-26 09:10:38.031214,8712.89
364,1973,3,2474,302,2021-07-07 14:13:10.862907,3410.64
365,1828,2,781,479,2020-01-16 01:19:32.714771,3238.29
366,3534,3,466,144,2024-03-11 11:19:32.513897,2401.35
367,3307,1,1269,397,2024-11-01 20:46:34.754015,1799.56
368,1087,1,44,107,2023-02-26 04:44:57.878668,2663.71
369,712,4,29,390,2020-10-28 00:02:51.232239,1227.85
370,2365,1,1353,336,2023-05-06 14:24:29.285103,2728.89
371,787,1,1263,280,2020-08-27 17:03:05.957270,2235.18
372,2203,2,1134,340,2025-02-12 14:19:02.282703,4233.3
373,3349,1,2596,386,2025-03-19 10:19:20.873255,5650.54
374,310,1,1121,487,2023-08-02 22:00:40.833921,4063.62
375,2475,2,1062,143,2022-11-14 15:40:28.660738,159.06
376,2137,3,1374,136,2024-11-16 04:38:47.956463,2423.6000000000004
377,4939,1,1896,193,2025-01-27 06:32:34.757816,1611.12
378,2895,4,870,369,2021-09-01 16:22:26.511614,2751.08
379,607,4,2060,97,2020-02-01 08:46:19.357044,7130.4
380,253,4,29,41,2024-06-12 21:47:56.261269,3774.68
381,2846,4,2912,221,2022-04-25 19:34:41.775979,1264.95
382,3428,2,2765,95,2024-11-09 12:45:50.050279,1886.3200000000002
383,3877,1,2283,393,2020-09-17 06:47:23.695258,2104.62
384,4740,1,1620,135,2025-04-21 12:18:11.065447,6336.32
385,2583,1,870,339,2024-06-17 09:25:26.568482,1489.0
386,2028,4,605,88,2024-03-23 01:45:50.304273,537.02
387,3973,2,203,135,2021-03-09 13:36:25.075092,3743.73
388,4189,2,768,62,2021-08-14 20:54:07.563656,7607.95
389,3738,2,1384,116,2021-03-17 17:27:23.621349,1508.62
390,231,4,1933,13,2022-06-01 00:18:27.497342,2220.55
391,4736,1,1745,428,2023-03-08 04:34:11.414158,1451.3
392,1657,2,1820,401,2024-06-14 10:18:58.604913,2016.54
393,1169,3,1782,41,2024-04-06 21:57:36.777267,2395.54
394,3950,2,1052,272,2023-11-18 16:55:26.771457,76.50999999999999
395,1636,3,2290,372,2023-02-24 11:30:08.602170,6821.490000000001
396,2966,4,2791,356,2023-03-09 13:24:01.265844,1414.48
397,4773,1,957,392,2021-08-17 03:11:39.473238,7095.710000000001
398,4200,2,2548,429,2020-12-22 22:23:13.242655,2694.02
399,2083,4,893,252,2020-06-06 13:58:37.713383,6135.52
400,3808,4,137,413,2020-03-20 14:35:36.179478,1280.46
401,136,3,878,30,2021-11-17 06:00:47.862304,4147.3
402,1269,4,2935,431,2025-02-21 16:59:39.599972,2455.54
403,1041,1,2261,52,2023-07-04 20:21:49.931522,2975.3
404,4573,4,44,119,2021-09-16 22:00:14.203421,1099.65
405,3884,4,2769,345,2021-01-08 01:21:39.033799,8381.14
406,93,4,342,21,2021-10-22 20:40:16.608209,5914.880000000001
407,1168,4,182,186,2023-04-10 06:15:15.622394,1235.12
408,2006,3,2751,201,2021-11-12 21:12:15.012871,7762.05
409,393,1,1229,156,2023-05-20 18:11:01.456869,1608.48
410,3332,4,1429,307,2024-12-15 14:49:55.026548,657.4499999999999
411,2162,2,151,25,2023-07-26 05:33:53.931915,3264.73
412,4478,3,1789,341,2024-01-16 06:49:34.037097,4207.89
413,4306,3,1584,201,2025-01-29 11:53:55.063413,3133.9000000000005
414,4672,1,1953,231,2022-12-09 22:37:02.135674,577.71
415,1942,4,2782,106,2023-09-23 11:20:20.447103,3915.1899999999996
416,4305,2,2998,462,2023-06-27 05:21:31.311297,2390.96
417,1602,1,217,296,2020-07-26 01:57:33.291134,2439.48
418,973,2,1185,408,2024-05-09 21:09:12.509885,927.4499999999999
419,23,2,313,133,2021-10-18 08:46:13.875620,4379.27
420,920,2,18,145,2020-12-25 09:14:23.813176,2507.21
