payment_id,order_id,payment_method,payment_date,amount,status
54,54,Visa,2020-07-14 18:49:12.270240,5379.070000000001,Captured
55,55,Visa,2024-05-14 03:40:22.625478,1671.78,Captured
56,56,Stripe,2022-01-12 18:52:55.153899,5281.139999999999,Captured
57,57,Visa,2024-04-20 06:36:26.664398,5016.889999999999,Captured
58,58,Mastercard,2024-02-12 06:17:56.139564,2990.5899999999997,Captured
59,59,PayPal,2021-01-05 03:44:51.056944,857.36,Captured
60,60,PayPal,2022-07-14 05:56:17.440349,3455.9,Captured
61,61,Mastercard,2021-09-25 19:56:52.543401,2109.2799999999997,Captured
62,62,Visa,2022-06-24 23:16:14.771176,1198.07,Captured
63,63,Mastercard,2020-05-21 06:48:23.384930,3227.0899999999997,Captured
64,64,Mastercard,2020-08-29 22:31:35.774406,9.33,Captured
65,65,Stripe,2021-10-31 13:55:05.099321,3855.51,Captured
66,66,Mastercard,2021-07-05 15:38:30.684153,7327.540000000001,Captured
67,67,Visa,2023-04-16 20:54:29.449346,3452.54,Captured
68,68,Stripe,2024-12-02 23:06:55.308129,3876.4800000000005,Captured
69,69,Visa,2024-07-29 12:33:08.488427,1578.4,Captured
70,70,Stripe,2024-02-01 04:04:31.336818,3843.3500000000004,Captured
71,71,Visa,2020-10-19 22:35:13.155817,6527.959999999999,Captured
72,72,PayPal,2020-06-16 03:09:47.450736,2234.9700000000003,Captured
73,73,Mastercard,2022-11-12 04:16:03.368024,3288.25,Captured
74,74,Visa,2021-07-26 14:17:26.456316,1704.81,Captured
75,75,Stripe,2023-07-26 08:27:12.957600,1641.3999999999999,Captured
76,76,PayPal,2023-03-30 10:30:30.516865,138.53,Captured
77,77,Visa,2020-08-21 08:22:41.112159,2909.25,Captured
78,78,Stripe,2024-07-18 21:43:06.411563,4636.6,Captured
79,79,PayPal,2025-04-07 08:07:02.496347,3353.6400000000003,Captured
80,80,PayPal,2022-12-04 12:49:36.373784,3115.86,Captured
81,81,Visa,2023-10-14 05:46:02.829259,5508.969999999999,Captured
82,82,Stripe,2023-12-20 10:43:06.466815,951.06,Captured
83,83,Stripe,2024-06-01 00:53:31.439845,3540.16,Captured
84,84,PayPal,2022-09-12 09:45:51.936575,2018.9299999999998,Captured
85,85,Mastercard,2021-08-07 21:21:35.838457,7212.23,Captured
86,86,Stripe,2023-01-03 08:59:09.033556,9279.66,Captured
87,87,Stripe,2023-06-15 15:41:41.776214,4174.52,Captured
88,88,Stripe,2023-07-03 18:43:41.559086,4066.7400000000002,Captured
89,89,Mastercard,2023-04-10 15:37:51.980155,2917.39,Captured
90,90,Stripe,2024-12-18 01:53:56.759233,899.4,Captured
91,91,PayPal,2025-03-02 20:00:30.823807,4023.6800000000003,Captured
92,92,PayPal,2023-10-15 09:02:55.091181,5215.08,Captured
93,93,PayPal,2023-05-21 19:01:05.502600,862.05,Captured
94,94,Stripe,2025-01-03 01:30:22.308617,515.2,Captured
95,95,Stripe,2021-05-05 15:35:27.977273,2459.49,Captured
96,96,Stripe,2023-05-30 15:16:40.107509,389.03,Captured
97,97,Stripe,2024-03-09 16:51:54.197693,7206.179999999999,Captured
98,98,Mastercard,2024-08-15 08:06:17.420730,2150.91,Captured
99,99,Stripe,2021-10-26 12:21:46.943595,5557.18,Captured
100,100,Mastercard,2024-03-09 21:12:11.703049,6120.08,Captured
101,101,Stripe,2023-07-22 04:37:13.427083,2560.39,Captured
102,102,Visa,2021-03-17 20:31:05.811085,923.1600000000001,Captured
103,103,Stripe,2021-03-11 21:19:33.927293,107.0,Captured
104,104,Visa,2023-07-20 16:08:42.980620,6518.17,Captured
105,105,PayPal,2021-02-10 15:46:51.188168,6987.66,Captured
106,106,Stripe,2021-11-27 03:12:39.799698,4244.24,Captured
107,107,Visa,2021-08-17 16:00:42.914670,5123.25,Captured
108,108,Visa,2024-06-30 15:44:30.489249,2877.35,Captured
109,109,Visa,2020-12-24 22:17:08.093519,650.96,Captured
110,110,Visa,2025-01-27 11:44:03.563076,50.04,Captured
111,111,Mastercard,2023-11-03 22:24:25.402303,2114.77,Captured
112,112,Stripe,2023-05-10 07:18:21.739742,4347.41,Captured
113,113,PayPal,2022-12-07 20:49:27.682374,4642.02,Captured
114,114,PayPal,2021-10-18 20:24:20.015220,4266.55,Captured
115,115,PayPal,2021-11-20 18:27:42.974147,801.5,Captured
116,116,Visa,2023-03-11 10:04:44.128249,3888.05,Captured
117,117,Visa,2022-04-01 22:31:36.622730,1945.8000000000002,Captured
118,118,Mastercard,2020-09-09 16:54:05.603296,1081.88,Captured
119,119,PayPal,2020-05-25 21:17:07.104288,2295.48,Captured
120,120,PayPal,2021-08-06 08:25:58.021544,6061.67,Captured
121,121,Visa,2022-01-11 14:40:53.565282,4128.5199999999995,Captured
122,122,Visa,2023-02-28 22:26:23.656055,1449.73,Captured
123,123,Mastercard,2021-05-26 23:58:06.066906,6992.25,Captured
124,124,PayPal,2022-09-24 01:55:08.552414,285.43,Captured
125,125,Mastercard,2025-04-16 17:04:41.550290,3336.92,Captured
126,126,Mastercard,2024-01-01 01:27:35.812504,2676.66,Captured
127,127,Stripe,2022-07-09 19:17:15.179999,4652.12,Captured
128,128,Stripe,2020-01-05 15:07:52.034854,604.08,Captured
129,129,Mastercard,2023-10-04 21:18:35.656885,1794.81,Captured
130,130,Visa,2022-02-06 16:47:31.341466,1874.51,Captured
131,131,Mastercard,2020-02-14 05:01:14.817388,1761.68,Captured
132,132,Visa,2020-02-01 15:03:28.765468,380.78,Captured
133,133,Mastercard,2023-12-13 07:02:50.747870,2329.86,Captured
134,134,Mastercard,2024-03-19 09:27:21.852341,4308.7699999999995,Captured
135,135,Visa,2020-04-08 00:09:18.008441,3896.7799999999997,Captured
136,136,Visa,2022-05-18 20:16:04.909732,2983.95,Captured
137,137,Visa,2024-12-24 04:11:26.541355,10473.23,Captured
138,138,Visa,2024-03-13 07:50:05.403457,5230.360000000001,Captured
139,139,Mastercard,2022-08-10 09:51:02.388067,361.59999999999997,Captured
140,140,Mastercard,2024-06-02 13:15:54.188290,7161.0,Captured
141,141,Mastercard,2022-04-17 21:02:51.878098,377.26,Captured
142,142,Stripe,2024-08-14 11:33:37.095629,1857.64,Captured
143,143,Visa,2020-09-22 04:50:41.043580,3133.34,Captured
144,144,Stripe,2020-12-21 02:02:15.250941,603.45,Captured
145,145,Mastercard,2022-05-17 06:45:01.311471,2611.1800000000003,Captured
146,146,Stripe,2025-02-20 07:59:19.438375,398.92,Captured
147,147,PayPal,2020-02-26 23:44:49.324380,2403.33,Captured
148,148,Stripe,2023-04-09 23:53:07.539555,7950.360000000001,Captured
149,149,Visa,2020-07-22 17:49:34.288359,5951.47,Captured
150,150,Stripe,2024-12-02 01:38:25.255200,1639.42,Captured
151,151,Stripe,2025-05-06 19:31:02.364977,4801.08,Captured
152,152,Visa,2021-10-11 23:48:20.068623,5683.24,Captured
153,153,Visa,2024-05-03 22:50:09.338791,4614.76,Captured
154,154,Visa,2021-06-27 03:07:01.615048,1447.37,Captured
155,155,Visa,2023-02-12 05:33:39.724464,4970.75,Captured
156,156,Visa,2024-07-12 23:28:52.481990,5317.38,Captured
157,157,Visa,2022-02-03 06:26:31.556538,319.0,Captured
158,158,Mastercard,2022-07-26 16:58:45.326515,3801.6,Captured
159,159,Mastercard,2022-02-08 20:18:34.321987,6090.030000000001,Captured
160,160,Visa,2021-02-18 06:33:52.567043,63.22,Captured
161,161,Visa,2020-08-14 05:02:01.818479,6336.93,Captured
162,162,Visa,2022-02-02 21:30:57.292079,3454.51,Captured
163,163,Visa,2021-01-03 16:47:38.504533,3943.88,Captured
164,164,PayPal,2022-04-11 14:33:02.191039,2020.98,Captured
165,165,Mastercard,2020-04-21 13:44:15.777834,7520.139999999999,Captured
166,166,Stripe,2024-05-14 23:19:32.792909,2557.3999999999996,Captured
167,167,PayPal,2022-09-03 09:44:24.665451,1659.91,Captured
168,168,PayPal,2020-02-01 18:19:18.895251,909.06,Captured
169,169,Visa,2021-02-27 17:21:59.045975,889.4399999999999,Captured
170,170,Mastercard,2024-04-14 09:19:49.521933,7965.03,Captured
171,171,Stripe,2022-08-05 09:38:52.834624,4425.0599999999995,Captured
172,172,Visa,2021-07-21 14:50:48.104713,1313.2,Captured
173,173,Visa,2021-03-15 11:13:33.417329,1778.79,Captured
174,174,Mastercard,2020-05-01 08:37:22.540049,3155.3300000000004,Captured
175,175,Visa,2023-08-07 23:16:54.898346,883.1899999999999,Captured
176,176,Visa,2020-10-24 17:51:07.708670,3149.58,Captured
177,177,Mastercard,2023-07-14 07:08:21.704498,1414.29,Captured
178,178,Stripe,2022-04-15 06:43:26.871212,2706.38,Captured
179,179,Visa,2024-01-30 09:43:55.644086,4628.75,Captured
180,180,Mastercard,2021-05-23 04:57:13.497034,1382.01,Captured
181,181,Mastercard,2024-12-26 01:03:54.450300,767.38,Captured
182,182,Mastercard,2022-09-10 12:58:12.496175,4679.7,Captured
183,183,Mastercard,2022-02-19 17:20:53.610270,7648.050000000001,Captured
184,184,PayPal,2023-03-28 11:55:30.854805,2669.81,Captured
185,185,Visa,2023-01-11 06:09:23.092449,2738.18,Captured
186,186,Mastercard,2020-04-14 03:44:43.000414,4626.709999999999,Captured
187,187,Mastercard,2022-08-31 09:56:35.064411,3692.43,Captured
188,188,PayPal,2020-05-29 11:17:16.979769,1837.52,Captured
189,189,Stripe,2024-08-14 23:02:23.014943,1911.4,Captured
190,190,PayPal,2021-12-06 08:58:50.574027,4535.93,Captured
191,191,Mastercard,2021-11-18 18:26:07.891500,304.54999999999995,Captured
192,192,PayPal,2020-08-13 05:41:30.741641,6518.129999999999,Captured
193,193,PayPal,2024-05-14 11:56:47.730294,1906.85,Captured
194,194,Stripe,2021-05-01 06:32:48.268831,6891.629999999999,Captured
195,195,PayPal,2024-12-29 01:20:13.774470,4114.910000000001,Captured
196,196,Stripe,2021-05-28 19:28:30.427829,2328.1800000000003,Captured
197,197,PayPal,2020-12-26 03:32:31.392001,4974.45,Captured
198,198,Visa,2021-01-10 11:44:03.253572,4020.37,Captured
199,199,Visa,2020-07-11 09:54:29.741161,4195.88,Captured
200,200,Mastercard,2024-08-28 01:57:00.388612,6820.33,Captured
201,201,Mastercard,2020-02-17 01:40:01.712032,2483.5,Captured
202,202,Mastercard,2022-01-08 10:39:41.752144,139.14,Captured
203,203,Visa,2021-03-30 04:33:37.783590,2231.66,Captured
204,204,Visa,2020-03-25 03:18:51.256408,1768.2,Captured
205,205,Mastercard,2025-03-06 04:15:20.043703,2457.0,Captured
206,206,Mastercard,2022-06-29 01:58:57.172554,1771.21,Captured
207,207,Visa,2021-11-09 03:50:44.101815,5300.76,Captured
208,208,Stripe,2021-11-30 05:25:23.087449,3892.7,Captured
209,209,Visa,2024-01-24 02:20:29.168657,1052.32,Captured
210,210,Stripe,2023-05-01 07:11:01.119228,1113.53,Captured
211,211,Stripe,2023-12-13 23:39:10.909993,7560.860000000001,Captured
212,212,Mastercard,2021-03-11 18:29:56.155805,5082.280000000001,Captured
213,213,Visa,2025-02-16 12:05:50.972570,4731.06,Captured
214,214,Stripe,2022-12-25 05:16:11.083769,2190.48,Captured
215,215,Mastercard,2022-03-23 06:52:01.859252,846.65,Captured
216,216,Stripe,2021-04-07 03:15:32.973095,451.08,Captured
217,217,Stripe,2021-09-30 15:35:05.348501,1235.35,Captured
218,218,PayPal,2022-01-04 05:03:51.718911,3253.3900000000003,Captured
219,219,Visa,2024-02-14 12:15:20.869155,1901.5,Captured
220,220,PayPal,2021-12-29 07:00:59.434625,1522.6599999999999,Captured
221,221,Mastercard,2024-08-02 00:44:34.250022,4955.68,Captured
222,222,Mastercard,2021-08-13 02:06:49.358152,2771.8,Captured
223,223,Visa,2023-02-12 03:16:36.080297,4175.94,Captured
224,224,Visa,2024-09-25 20:31:24.656260,1253.8,Captured
225,225,Stripe,2021-08-05 12:21:15.880242,341.88,Captured
226,226,Visa,2025-02-13 12:53:49.316929,1766.6999999999998,Captured
227,227,Visa,2020-12-31 02:20:29.140767,2010.76,Captured
228,228,Stripe,2025-03-21 00:45:54.574069,2514.18,Captured
229,229,Visa,2020-01-01 05:25:27.136329,1281.24,Captured
230,230,Mastercard,2023-10-11 00:49:32.315965,6449.199999999999,Captured
231,231,Mastercard,2024-02-22 14:14:54.090382,2422.8399999999997,Captured
232,232,PayPal,2023-04-30 23:50:41.626619,172.8,Captured
233,233,Mastercard,2020-04-15 01:51:03.438712,2976.8300000000004,Captured
234,234,Visa,2022-11-30 02:39:41.105697,5477.099999999999,Captured
235,235,Mastercard,2022-10-25 17:44:58.739136,9023.35,Captured
236,236,Stripe,2024-04-17 18:26:24.837355,2406.69,Captured
237,237,PayPal,2020-07-19 13:02:31.137643,242.82,Captured
238,238,Stripe,2022-03-14 00:08:27.338325,3928.7700000000004,Captured
239,239,PayPal,2022-01-30 05:07:41.066295,3448.16,Captured
240,240,Stripe,2024-04-18 20:45:23.239908,4631.88,Captured
241,241,Stripe,2024-09-08 18:09:19.893538,203.9,Captured
242,242,Stripe,2024-02-23 14:28:22.040097,4857.630000000001,Captured
243,243,Mastercard,2025-03-20 20:44:13.500609,309.84000000000003,Captured
244,244,Visa,2021-03-22 17:55:07.532944,5613.5,Captured
245,245,Stripe,2025-02-01 22:03:56.613328,511.14,Captured
246,246,PayPal,2024-08-07 14:39:44.009629,7286.110000000001,Captured
247,247,Visa,2025-02-10 20:06:35.535083,4524.79,Captured
248,248,Visa,2022-02-20 12:52:34.859357,1293.3000000000002,Captured
249,249,Mastercard,2025-03-22 02:52:30.980735,6392.93,Captured
250,250,PayPal,2020-04-16 23:53:20.732532,4083.45,Captured
251,251,Stripe,2024-11-13 03:31:53.203853,5074.379999999999,Captured
252,252,Visa,2020-02-11 07:28:49.456018,4216.889999999999,Captured
253,253,Visa,2022-03-26 07:22:12.061563,750.52,Captured
254,254,Mastercard,2020-12-31 03:41:18.405589,4074.12,Captured
255,255,Mastercard,2023-08-29 23:01:10.478173,79.92,Captured
256,256,Mastercard,2024-02-21 21:40:40.999111,3958.01,Captured
257,257,PayPal,2022-07-02 17:04:01.093997,7522.15,Captured
258,258,Stripe,2022-09-20 13:19:26.918926,1014.78,Captured
259,259,Mastercard,2025-05-07 05:57:43.831274,3737.46,Captured
260,260,PayPal,2024-02-07 15:26:27.520141,3730.24,Captured
261,261,Mastercard,2020-02-14 23:34:10.401701,2121.13,Captured
262,262,Visa,2021-08-27 07:31:28.902216,1771.52,Captured
263,263,Stripe,2024-09-12 10:10:35.665234,4482.389999999999,Captured
264,264,PayPal,2020-04-23 05:14:26.129276,3666.8599999999997,Captured
265,265,Stripe,2021-03-05 22:52:27.602403,1644.4,Captured
266,266,Mastercard,2022-05-29 23:18:45.977108,1353.32,Captured
267,267,Visa,2022-12-08 21:58:35.885976,3573.44,Captured
268,268,Mastercard,2024-05-16 17:24:21.749673,288.08,Captured
269,269,Stripe,2023-04-25 00:22:57.875811,1809.9,Captured
270,270,Mastercard,2020-10-22 07:05:19.858852,2076.22,Captured
271,271,Stripe,2023-04-18 23:42:00.021418,1132.56,Captured
272,272,Mastercard,2020-09-02 07:33:34.442429,4439.01,Captured
273,273,PayPal,2022-12-08 13:57:13.003984,170.84,Captured
274,274,PayPal,2023-04-01 09:06:31.772877,6354.49,Captured
275,275,PayPal,2024-05-23 23:40:47.087561,6458.380000000001,Captured
276,276,Stripe,2023-10-12 06:07:24.697512,621.32,Captured
277,277,Mastercard,2023-05-06 12:55:25.223470,747.83,Captured
278,278,Mastercard,2021-01-20 15:18:54.300529,4770.55,Captured
279,279,Stripe,2022-07-08 07:03:12.738649,2293.6400000000003,Captured
280,280,Stripe,2021-11-04 13:17:06.004065,4707.88,Captured
281,281,Mastercard,2023-11-05 06:46:03.047887,2385.4,Captured
282,282,Stripe,2022-01-22 23:42:03.554065,7865.53,Captured
283,283,Mastercard,2023-09-28 23:05:14.526759,3141.7,Captured
284,284,Stripe,2021-06-11 22:39:52.770608,202.67,Captured
285,285,Stripe,2021-09-04 05:19:34.774040,2830.5,Captured
286,286,Mastercard,2025-03-21 16:23:41.093293,5305.34,Captured
287,287,Visa,2022-07-29 07:00:59.233579,4429.54,Captured
288,288,PayPal,2025-02-17 16:16:10.996595,3225.08,Captured
289,289,Visa,2024-09-26 22:56:26.822973,1466.07,Captured
290,290,Visa,2020-12-14 01:49:23.116033,2351.5199999999995,Captured
291,291,Stripe,2020-06-22 18:45:08.144899,1993.21,Captured
292,292,Mastercard,2024-11-12 01:46:53.439303,1327.52,Captured
293,293,Mastercard,2021-06-03 20:54:07.892104,61.199999999999996,Captured
294,294,PayPal,2020-09-12 14:05:02.687245,538.77,Captured
295,295,Visa,2025-02-11 07:19:08.270618,4510.84,Captured
296,296,Visa,2023-11-19 20:49:36.204699,4236.75,Captured
297,297,Stripe,2024-09-19 08:18:25.333880,1108.68,Captured
298,298,Visa,2020-07-31 18:44:38.812070,4328.53,Captured
299,299,PayPal,2023-08-31 19:09:42.128278,3961.78,Captured
300,300,Mastercard,2024-10-09 20:18:54.247716,705.92,Captured
301,301,PayPal,2025-04-06 18:37:48.664832,5143.21,Captured
302,302,Stripe,2024-09-02 16:25:17.692748,4945.1,Captured
303,303,Visa,2020-12-30 03:28:37.592428,6524.0,Captured
304,304,PayPal,2020-11-12 02:53:20.277656,245.29,Captured
305,305,Stripe,2023-06-10 05:33:19.617855,4474.66,Captured
306,306,Visa,2023-03-18 05:54:52.097175,5178.62,Captured
307,307,Mastercard,2023-08-20 01:24:06.061874,4862.65,Captured
308,308,Visa,2023-04-13 21:55:33.560864,1516.0,Captured
309,309,PayPal,2024-10-10 17:38:57.142664,3206.56,Captured
310,310,Stripe,2024-12-29 19:04:41.340288,849.7299999999999,Captured
311,311,Visa,2022-01-06 03:41:09.085855,3212.37,Captured
312,312,Visa,2020-02-17 10:26:48.749393,4115.56,Captured
313,313,PayPal,2022-09-19 07:40:09.596488,4097.02,Captured
314,314,PayPal,2024-05-05 00:16:27.324564,1359.39,Captured
315,315,PayPal,2022-12-08 12:01:08.091024,3171.68,Captured
316,316,PayPal,2025-01-09 00:10:08.455722,2811.04,Captured
317,317,Visa,2021-11-28 01:23:26.945391,3003.09,Captured
318,318,Visa,2020-07-04 17:08:52.672039,2408.61,Captured
319,319,Visa,2024-12-28 06:54:39.682812,6278.170000000001,Captured
320,320,PayPal,2022-12-15 01:30:22.999861,891.22,Captured
321,321,Mastercard,2023-11-24 10:26:12.617389,164.22,Captured
322,322,Mastercard,2023-08-17 10:25:12.113909,2345.4900000000002,Captured
323,323,Stripe,2022-04-20 11:42:50.953552,3505.45,Captured
324,324,Mastercard,2023-09-02 18:22:12.096358,6449.88,Captured
325,325,Mastercard,2022-11-20 19:36:25.760673,683.76,Captured
326,326,PayPal,2024-06-02 00:12:16.108439,985.92,Captured
327,327,Mastercard,2021-01-08 02:23:21.172487,2458.2,Captured
328,328,Stripe,2020-09-23 15:17:33.094585,5540.599999999999,Captured
329,329,Mastercard,2020-12-31 00:28:57.579494,3574.74,Captured
330,330,PayPal,2023-03-03 13:47:34.240339,3504.0,Captured
331,331,Visa,2023-08-30 02:00:37.785649,4394.209999999999,Captured
332,332,PayPal,2022-05-05 07:02:59.452081,136.41,Captured
333,333,PayPal,2024-08-20 08:41:58.591293,5233.84,Captured
334,334,Stripe,2023-09-28 15:34:18.419507,6430.41,Captured
335,335,Visa,2022-07-29 20:07:43.276812,1268.46,Captured
336,336,Visa,2020-12-27 11:25:29.090956,2456.87,Captured
337,337,Mastercard,2021-10-19 13:12:01.741106,266.4,Captured
338,338,Visa,2021-01-18 00:04:08.976584,3079.35,Captured
339,339,PayPal,2024-09-07 10:33:37.273189,2908.24,Captured
340,340,Visa,2024-08-02 18:17:45.723496,2868.13,Captured
341,341,Stripe,2024-01-29 11:02:32.017687,2723.04,Captured
342,342,Visa,2023-02-01 07:27:56.739064,2860.8599999999997,Captured
343,343,Mastercard,2021-04-13 19:35:07.238127,3891.64,Captured
344,344,Visa,2023-07-06 18:17:45.994760,4412.599999999999,Captured
345,345,Visa,2023-06-12 06:14:49.352010,1004.4,Captured
346,346,Stripe,2023-12-18 10:16:58.957752,2175.73,Captured
347,347,Stripe,2025-01-29 18:08:58.727915,630.84,Captured
348,348,PayPal,2020-12-09 14:42:37.300541,1689.2,Captured
349,349,Mastercard,2021-11-29 11:01:42.182564,5954.150000000001,Captured
350,350,PayPal,2022-10-11 15:04:31.013630,3642.4,Captured
351,351,Visa,2024-04-06 21:27:01.053632,1463.52,Captured
352,352,PayPal,2022-02-19 14:37:20.829732,5022.74,Captured
353,353,Visa,2025-02-01 14:01:10.315886,4455.889999999999,Captured
354,354,Visa,2024-02-06 14:38:27.209956,1227.54,Captured
355,355,Visa,2023-10-16 02:39:44.256442,5432.98,Captured
356,356,Visa,2021-10-02 23:52:18.581236,7584.64,Captured
357,357,PayPal,2021-12-08 04:45:57.246396,4888.13,Captured
358,358,Visa,2025-02-19 17:40:39.859734,2371.2599999999998,Captured
359,359,PayPal,2024-01-10 05:04:19.158089,1647.94,Captured
360,360,PayPal,2020-01-16 19:00:10.224346,1095.95,Captured
361,361,Stripe,2024-08-10 02:30:56.951478,3958.57,Captured
362,362,Visa,2021-08-26 06:32:28.968841,2387.88,Captured
363,363,Stripe,2020-02-26 09:10:38.031214,8712.89,Captured
364,364,Stripe,2021-07-07 14:13:10.862907,3410.64,Captured
365,365,Visa,2020-01-16 01:19:32.714771,3238.29,Captured
366,366,Visa,2024-03-11 11:19:32.513897,2401.35,Captured
367,367,PayPal,2024-11-01 20:46:34.754015,1799.56,Captured
368,368,Visa,2023-02-26 04:44:57.878668,2663.71,Captured
369,369,Mastercard,2020-10-28 00:02:51.232239,1227.85,Captured
370,370,Mastercard,2023-05-06 14:24:29.285103,2728.89,Captured
371,371,Mastercard,2020-08-27 17:03:05.957270,2235.18,Captured
372,372,Visa,2025-02-12 14:19:02.282703,4233.3,Captured
373,373,Mastercard,2025-03-19 10:19:20.873255,5650.54,Captured
374,374,PayPal,2023-08-02 22:00:40.833921,4063.62,Captured
375,375,Visa,2022-11-14 15:40:28.660738,159.06,Captured
376,376,Stripe,2024-11-16 04:38:47.956463,2423.6000000000004,Captured
377,377,Mastercard,2025-01-27 06:32:34.757816,1611.12,Captured
378,378,Visa,2021-09-01 16:22:26.511614,2751.08,Captured
379,379,Mastercard,2020-02-01 08:46:19.357044,7130.4,Captured
380,380,Visa,2024-06-12 21:47:56.261269,3774.68,Captured
381,381,Stripe,2022-04-25 19:34:41.775979,1264.95,Captured
382,382,Mastercard,2024-11-09 12:45:50.050279,1886.3200000000002,Captured
383,383,Stripe,2020-09-17 06:47:23.695258,2104.62,Captured
384,384,Visa,2025-04-21 12:18:11.065447,6336.32,Captured
385,385,PayPal,2024-06-17 09:25:26.568482,1489.0,Captured
386,386,Mastercard,2024-03-23 01:45:50.304273,537.02,Captured
387,387,Stripe,2021-03-09 13:36:25.075092,3743.73,Captured
388,388,Stripe,2021-08-14 20:54:07.563656,7607.95,Captured
389,389,Stripe,2021-03-17 17:27:23.621349,1508.62,Captured
390,390,PayPal,2022-06-01 00:18:27.497342,2220.55,Captured
391,391,Mastercard,2023-03-08 04:34:11.414158,1451.3,Captured
392,392,Mastercard,2024-06-14 10:18:58.604913,2016.54,Captured
393,393,Visa,2024-04-06 21:57:36.777267,2395.54,Captured
394,394,Mastercard,2023-11-18 16:55:26.771457,76.50999999999999,Captured
395,395,PayPal,2023-02-24 11:30:08.602170,6821.490000000001,Captured
396,396,Mastercard,2023-03-09 13:24:01.265844,1414.48,Captured
397,397,Stripe,2021-08-17 03:11:39.473238,7095.710000000001,Captured
398,398,PayPal,2020-12-22 22:23:13.242655,2694.02,Captured
399,399,Stripe,2020-06-06 13:58:37.713383,6135.52,Captured
400,400,Stripe,2020-03-20 14:35:36.179478,1280.46,Captured
401,401,Visa,2021-11-17 06:00:47.862304,4147.3,Captured
402,402,Mastercard,2025-02-21 16:59:39.599972,2455.54,Captured
403,403,Mastercard,2023-07-04 20:21:49.931522,2975.3,Captured
