order_id,product_id,quantity,unit_price
46,10343,1,77.85
46,15124,10,490.2
46,1920,6,277.88
46,76,9,102.59
47,3144,7,406.47
48,229,9,163.19
49,15813,1,323.99
50,9725,1,399.94
50,18027,9,179.39
51,7276,6,490.62
51,2229,7,457.54
52,11311,8,158.4
52,18288,1,215.94
53,9623,10,341.95
54,6405,7,263.16
54,2258,7,397.41
54,818,2,377.54
55,6351,2,382.0
55,9174,2,453.89
56,19058,2,239.71
56,2809,8,371.46
56,19071,3,387.32
56,2089,2,334.04
57,17410,10,258.77
57,872,9,269.91
58,4613,10,72.56
58,2645,7,323.57
59,1545,7,122.48
60,17949,5,358.18
60,13807,5,333.0
61,18296,6,7.97
61,10296,8,237.17
61,3273,1,164.1
62,18915,1,382.97
62,9552,3,271.7
63,9226,4,388.58
63,6072,8,148.39
63,4987,1,485.65
64,2359,1,9.33
65,4852,6,144.88
65,15139,3,184.66
65,10850,9,270.25
66,6346,10,396.43
66,15314,9,161.34
66,11375,6,318.53
67,9170,6,459.11
67,4952,4,136.69
67,3476,1,151.12
68,14932,9,430.72
69,5044,5,315.68
70,5431,3,313.79
70,17643,7,136.94
70,5094,10,194.34
71,6607,2,421.24
71,6154,7,412.84
71,161,8,349.45
72,2257,9,215.24
72,8218,1,297.81
73,3176,6,298.67
73,2199,1,197.11
73,4932,8,162.39
74,12341,8,94.46
74,4644,7,135.59
75,5399,5,328.28
76,15190,1,138.53
77,12704,9,323.25
78,14086,8,318.15
78,15914,4,131.91
78,1716,4,348.05
78,13491,1,171.56
79,18741,6,26.74
79,5720,8,108.92
79,19863,8,290.23
80,5277,6,431.87
80,2955,8,65.58
81,4636,5,378.8
81,15284,3,331.75
81,18017,7,160.6
81,7407,8,186.94
82,4306,2,475.53
83,4943,7,20.21
83,4179,10,203.84
83,12307,3,453.43
84,110,5,98.35
84,11255,1,35.18
84,12500,10,149.2
85,5901,8,417.25
85,13643,9,52.2
85,13206,2,281.25
85,9586,9,315.77
86,14216,10,178.09
86,13164,4,464.24
86,14072,3,487.82
86,13207,9,464.26
87,8522,5,223.27
87,17280,7,305.13
87,11334,6,153.71
88,11183,9,451.86
89,19047,1,420.31
89,3021,6,416.18
90,2351,2,449.7
91,277,4,151.55
91,8197,9,379.72
92,7051,9,37.63
92,1675,9,385.09
92,8368,6,235.1
93,560,5,172.41
94,10420,10,51.52
95,16734,3,434.33
95,7102,10,115.65
96,6880,1,389.03
97,6060,4,262.84
97,4920,9,406.53
97,17388,6,12.26
97,19947,7,346.07
98,732,5,258.71
98,2454,8,107.17
99,3961,2,340.93
99,3406,10,393.48
99,11745,4,235.13
100,2105,3,356.26
100,5001,5,409.98
100,16990,10,300.14
101,7765,1,491.86
101,8808,6,153.9
101,5268,2,412.62
101,5605,1,319.89
102,3672,1,340.66
102,17606,5,116.5
103,7326,5,21.4
104,10749,4,178.14
104,5602,7,328.32
104,14953,1,391.67
104,11194,7,445.1
105,12004,3,449.2
105,4969,9,491.74
105,3385,5,242.88
106,6437,3,219.23
106,6973,5,462.09
106,13217,5,255.22
107,2128,9,116.95
107,3886,9,452.3
108,1047,7,411.05
109,518,1,379.07
109,9992,10,17.71
109,683,1,94.79
110,18790,1,50.04
111,11362,6,165.3
111,12154,6,126.71
111,3690,1,362.71
112,11997,9,419.25
112,4672,8,71.77
113,17276,5,241.99
113,4051,6,188.02
113,830,5,460.79
114,8223,8,262.07
114,17763,9,241.11
115,4655,2,400.75
116,1760,1,105.05
116,317,10,225.35
116,11142,4,205.66
116,10340,6,117.81
117,4057,5,389.16
118,6361,1,158.39
118,4305,9,102.61
119,16479,1,298.1
119,7812,2,433.89
119,2988,8,141.2
120,19307,3,457.27
120,7597,4,165.44
120,17820,10,402.81
121,14864,2,133.86
121,12076,10,386.08
122,11450,7,166.77
122,5081,1,282.34
123,19113,9,461.41
123,4505,6,473.26
124,9474,1,285.43
125,2521,4,126.73
125,4656,9,154.1
125,11516,3,80.06
125,3325,4,300.73
126,14578,4,179.97
126,18151,3,212.17
126,12798,1,379.99
126,15847,4,235.07
127,6131,8,417.58
127,18508,1,301.86
127,18919,3,336.54
128,8265,8,75.51
129,12781,7,14.91
129,9591,8,104.58
129,3859,3,13.98
129,19040,3,270.62
130,16256,7,200.28
130,11605,6,67.2
130,17109,5,13.87
131,991,8,220.21
132,9798,2,190.39
133,4720,6,388.31
134,8810,2,311.46
134,11625,8,455.21
134,15818,7,6.31
135,3796,6,484.51
135,15094,4,247.43
136,10280,7,282.25
136,2210,5,201.64
137,13842,10,471.94
137,18907,8,375.77
137,5719,3,433.55
137,16978,3,482.34
138,10610,5,73.07
138,11391,9,238.11
138,3746,10,236.91
138,15541,4,88.23
139,9220,5,72.32
140,3486,8,423.21
140,9305,3,176.6
140,6558,3,452.68
140,19806,9,209.72
141,15520,2,188.63
142,12083,1,197.0
142,5080,8,207.58
143,15611,2,437.28
143,10701,6,12.88
143,3181,5,436.3
144,7077,6,59.79
144,17568,3,81.57
145,2575,5,307.73
145,8839,8,120.06
145,12949,9,12.45
146,3612,1,398.92
147,16094,3,474.49
147,15085,2,489.93
148,5487,6,323.89
148,16220,2,441.21
148,14142,1,150.5
148,10885,10,497.41
149,6640,7,353.62
149,11285,3,34.21
149,14175,6,332.48
149,7165,3,459.54
150,8709,2,227.21
150,8823,1,272.63
150,7171,1,71.27
150,339,5,168.22
151,16637,10,299.6
151,9301,8,205.66
151,10372,4,39.95
152,9607,2,307.38
152,9693,8,368.5
152,18160,8,265.06
153,1796,8,489.67
153,14077,5,56.55
153,2358,1,414.65
154,11959,7,140.09
154,12375,1,466.74
155,15254,10,391.51
155,12797,8,8.61
155,17875,1,127.21
155,17769,2,429.78
156,16423,7,240.26
156,18988,8,328.33
156,5438,6,148.12
156,9025,10,12.02
157,14287,5,63.8
158,8430,8,475.2
159,7457,8,316.66
159,15019,7,7.53
159,19093,5,32.42
159,16846,7,477.42
160,7008,1,63.22
161,14047,6,374.77
161,15467,6,385.39
161,19390,9,197.33
162,7728,1,453.32
162,5430,6,339.14
162,18562,7,138.05
163,19000,7,359.53
163,9156,4,116.34
163,4266,9,69.44
163,8319,5,67.37
164,18774,6,336.83
165,13871,6,488.56
165,11041,7,149.63
165,16877,7,261.96
165,14103,7,243.95
166,18616,2,52.64
166,18369,3,171.6
166,1836,7,276.76
167,13701,1,164.06
167,19458,2,255.1
167,1475,5,58.29
167,11118,10,69.42
168,7035,2,454.53
169,14541,4,55.01
169,10197,10,66.94
170,12663,3,380.63
170,17114,6,395.79
170,14073,10,444.84
171,1283,8,85.14
171,7126,7,315.42
171,14384,4,384.0
172,12079,6,80.4
172,5313,5,166.16
173,15193,1,476.71
173,14527,4,325.52
174,17924,2,189.8
174,434,8,273.37
174,2308,1,375.74
174,18417,1,213.03
175,7668,2,424.59
175,9059,1,34.01
176,4096,4,435.47
176,12499,7,201.1
177,15249,3,471.43
178,9750,9,154.44
178,17997,1,271.97
178,18337,3,348.15
179,967,8,150.35
179,2946,5,414.25
179,799,2,123.72
179,3086,7,158.18
180,16586,7,197.43
181,15764,10,59.08
181,4708,2,88.29
182,7310,7,193.0
182,12735,8,122.77
182,2404,7,335.22
183,14329,6,339.78
183,15050,5,463.93
183,6209,7,467.35
183,4382,1,18.27
184,16764,9,221.01
184,15403,3,34.44
184,5625,2,288.7
185,1752,9,203.48
185,12307,2,453.43
186,9535,7,224.04
186,13395,7,384.26
186,10441,3,122.87
187,15733,9,254.21
187,17239,9,156.06
188,10998,8,229.69
189,3208,1,228.11
189,9182,7,240.47
190,4412,2,376.21
190,4484,4,454.39
190,9076,7,280.85
191,1293,5,60.91
192,15998,9,350.39
192,10846,1,61.37
192,10810,5,376.77
192,8178,5,283.88
193,11242,5,327.05
193,3737,5,54.32
194,16120,6,378.3
194,7411,3,319.98
194,15241,1,245.26
194,16116,7,488.09
195,1868,5,450.61
195,5051,2,51.49
195,8142,4,389.8
195,2250,1,199.68
196,18555,5,92.98
196,3708,2,477.41
196,19025,1,203.46
196,3247,2,352.5
197,4830,10,365.6
197,12618,1,322.45
197,7314,10,99.6
198,1338,9,32.33
198,11360,2,347.87
198,16931,6,256.21
198,7387,8,187.05
199,9914,9,289.21
199,15355,3,369.45
199,7568,1,484.64
200,13148,7,431.38
200,11209,3,436.37
200,15331,9,276.84
201,7282,10,248.35
202,15001,2,69.57
203,15290,3,277.56
203,2542,7,132.37
203,13933,1,472.39
204,5712,7,252.6
205,11733,5,491.4
206,16582,3,102.11
206,5018,1,37.6
206,5657,3,475.76
207,11727,1,139.08
207,8256,4,79.42
207,18538,10,484.4
208,13985,6,370.2
208,10172,5,334.3
209,16155,10,33.34
209,18730,3,239.64
210,6076,6,68.49
210,9560,7,100.37
211,7542,10,390.4
211,4288,6,240.66
211,815,5,442.58
212,15562,4,185.24
212,18045,8,434.08
212,8185,4,217.17
213,19392,5,372.31
213,6677,7,409.93
214,18200,7,189.89
214,4197,2,118.25
214,8441,3,208.25
215,6544,2,315.95
215,9086,1,214.75
216,9858,4,112.77
217,17315,5,247.07
218,6632,5,229.8
218,13501,4,197.11
218,547,5,244.59
218,16087,3,31.0
219,8140,4,232.03
219,12775,3,237.53
219,2851,1,260.79
220,10582,1,9.55
220,11656,4,162.63
220,5422,3,287.53
221,15807,5,382.94
221,9292,6,423.64
221,15986,6,83.19
222,12657,10,249.35
222,4706,5,55.66
223,6775,6,450.26
223,15399,6,245.73
224,3727,1,131.35
224,4553,3,244.85
224,15900,9,43.1
225,9061,2,170.94
226,18697,6,294.45
227,5387,4,420.65
227,5138,2,164.08
228,11745,1,235.13
228,7525,9,174.82
228,12580,7,100.81
229,19859,3,427.08
230,11319,10,261.64
230,3869,10,383.28
231,12913,1,359.08
231,19795,6,343.96
232,13108,10,17.28
233,1223,7,300.85
233,7891,4,217.72
234,13517,10,385.82
234,13426,10,161.89
235,18077,10,207.66
235,15310,9,390.34
235,14126,9,167.77
235,9182,8,240.47
236,18429,3,187.25
236,18315,6,307.49
237,5573,2,121.41
238,14791,3,307.63
238,356,3,376.06
238,19046,10,187.77
239,12392,8,431.02
240,2005,9,397.0
240,11741,4,264.72
241,5558,1,203.9
242,3271,8,271.48
242,9244,3,313.87
242,1144,3,276.26
242,18251,10,91.54
243,2326,2,80.0
243,13134,8,18.73
244,19733,7,163.85
244,18322,1,173.89
244,7129,7,347.78
244,11045,4,464.55
245,13796,7,73.02
246,7338,10,376.0
246,10593,3,379.96
246,8878,1,59.33
246,17597,10,232.69
247,12469,4,277.93
247,8045,9,48.6
247,9330,9,330.63
248,2357,5,258.66
249,7232,9,416.59
249,18767,7,309.22
249,4067,2,156.34
249,3911,5,33.28
250,4921,5,169.19
250,3258,4,382.34
250,2114,3,218.22
250,16519,4,263.37
251,5846,7,441.01
251,2391,6,258.76
251,8621,1,434.75
252,7501,4,123.11
252,15253,7,148.28
252,585,7,343.07
252,9754,1,285.0
253,9287,4,187.63
254,6187,4,71.85
254,15051,3,278.69
254,6466,4,141.93
254,10694,9,264.77
255,18114,6,13.32
256,16089,1,154.68
256,7736,3,296.83
256,721,7,416.12
257,1690,5,193.52
257,2524,7,428.36
257,18884,1,258.93
257,8040,10,329.71
258,8240,6,169.13
259,11732,1,129.99
259,9052,5,468.54
259,13841,2,51.57
259,237,9,129.07
260,10793,6,283.33
260,13926,3,194.42
260,3619,5,159.36
260,4777,5,130.04
261,13085,5,269.17
261,6702,4,193.82
262,18795,5,180.2
262,17146,4,217.63
263,1564,5,321.08
263,1597,2,468.33
263,345,7,277.19
264,12335,6,484.27
264,6064,2,380.62
265,16422,4,411.1
266,6897,1,309.08
266,5185,8,130.53
267,2560,8,446.68
268,14017,4,72.02
269,8064,9,44.22
269,15822,3,470.64
270,5837,6,310.21
270,17661,8,26.87
271,1531,9,125.84
272,17948,1,394.95
272,9727,3,218.82
272,14102,9,376.4
273,17596,2,85.42
274,12822,7,410.8
274,5055,3,446.65
274,14726,6,343.32
274,6654,9,8.78
275,6500,8,293.93
275,18570,7,65.46
275,7767,7,337.04
275,4962,8,161.18
276,16525,4,155.33
277,4943,3,20.21
277,13366,10,68.72
278,1681,1,81.26
278,14496,4,295.14
278,1812,7,446.54
278,13728,3,127.65
279,4970,2,35.43
279,6428,7,317.54
280,17316,2,149.52
280,9902,8,25.65
280,14906,6,371.72
280,10874,4,493.33
281,2752,5,477.08
282,11662,8,405.7
282,18466,9,338.93
282,2299,2,149.53
282,13096,5,254.1
283,7947,4,474.25
283,11826,9,138.3
284,19366,1,202.67
285,8834,10,136.98
285,14721,5,292.14
286,12914,6,464.87
286,10146,4,413.84
286,14349,6,143.46
287,19546,9,186.66
287,2643,7,392.8
288,4339,8,223.09
288,13042,6,240.06
289,19538,3,488.69
290,14185,9,261.28
291,13651,1,135.87
291,7061,4,422.08
291,7144,3,56.34
292,4079,4,331.88
293,15658,9,6.8
294,2755,3,179.59
295,8503,9,154.22
295,460,6,62.55
295,16280,8,110.68
295,1123,4,465.53
296,4170,9,286.75
296,12351,1,287.76
296,3069,4,205.31
296,8527,5,109.4
297,19038,3,353.56
297,17509,2,24.0
298,1894,7,101.57
298,15993,9,263.25
298,8473,3,207.99
298,2380,4,156.08
299,10091,8,119.23
299,19947,3,346.07
299,16279,8,173.76
299,6124,5,115.93
300,3116,4,11.1
300,17138,2,330.76
301,13860,7,54.09
301,5638,7,95.23
301,17009,9,455.33
302,11350,2,202.83
302,9389,8,242.21
302,16250,8,325.22
303,5448,5,483.14
303,868,10,410.83
304,5163,5,38.6
304,3829,9,5.81
305,17061,10,374.76
305,18255,2,33.98
305,8395,3,219.7
306,2153,5,365.75
306,1839,9,264.43
306,2088,2,485.0
307,14525,8,275.78
307,16310,7,319.26
307,9264,3,140.53
308,15792,5,159.6
308,18235,8,89.75
309,714,8,400.82
310,18283,3,25.43
310,5030,2,324.7
310,9982,1,124.04
311,10133,6,212.68
311,8939,2,408.46
311,19027,7,71.17
311,5223,7,88.74
312,19040,2,270.62
312,9928,8,446.79
313,3411,7,76.32
313,4169,5,275.75
313,6177,1,270.15
313,11500,4,478.47
314,14160,1,270.91
314,1026,8,136.06
315,10716,8,396.46
316,12013,8,351.38
317,6563,5,77.07
317,9270,6,436.29
318,1341,8,295.48
318,17938,1,44.77
319,7828,6,335.3
319,10874,6,493.33
319,338,1,405.64
319,6146,3,300.25
320,15583,6,85.54
320,9376,2,188.99
321,1651,6,27.37
322,7920,9,260.61
323,4411,3,447.83
323,17380,6,176.95
323,11247,6,137.49
323,19861,2,137.66
324,1734,4,214.15
324,7637,9,330.12
324,16092,6,330.74
324,3594,2,318.88
325,16104,6,113.96
326,16300,4,246.48
327,2520,6,409.7
328,14338,7,251.23
328,543,7,439.01
328,3125,4,177.23
329,7270,9,10.49
329,5378,7,497.19
330,9409,7,378.2
330,4470,5,171.32
331,6041,8,45.15
331,3148,7,348.15
331,5669,4,398.99
332,14535,3,45.47
333,14971,6,75.12
333,12678,2,156.47
333,1133,10,386.17
333,15787,4,152.12
334,12080,10,205.82
334,10724,5,185.15
334,15807,9,382.94
335,7556,3,157.56
335,11960,6,132.63
336,47,5,452.75
336,8207,4,48.28
337,6315,6,44.4
338,423,9,342.15
339,16971,8,363.53
340,7899,5,39.11
340,10866,6,205.27
340,14307,3,480.32
341,5556,9,302.56
342,9166,3,499.84
342,676,3,453.78
343,10848,8,198.1
343,8427,4,198.69
343,7638,8,189.01
344,3992,7,451.28
344,18389,2,455.83
344,14740,2,113.91
344,3077,4,28.54
345,19391,5,200.88
346,12237,2,291.68
346,206,7,148.04
346,3012,4,103.51
346,15616,1,142.05
347,16531,2,315.42
348,837,8,211.15
349,11596,5,262.22
349,9921,8,411.23
349,8360,2,333.45
349,680,3,228.77
350,9613,10,364.24
351,16102,4,293.56
351,2011,1,289.28
352,10349,10,148.88
352,6674,7,438.61
352,3016,1,463.67
353,7103,9,416.13
353,7195,5,133.08
353,16786,1,45.32
354,16354,9,119.64
354,7709,2,75.39
355,10834,9,298.92
355,8349,1,81.92
355,10772,2,294.34
355,5408,5,414.42
356,2184,6,475.82
356,11852,8,479.74
356,19579,2,445.9
357,15149,10,179.47
357,11314,6,465.85
357,19450,1,298.33
358,1465,3,482.9
358,19599,3,307.52
359,865,2,396.6
359,2804,1,352.06
359,9644,4,125.67
360,5932,5,219.19
361,18600,3,315.99
361,10328,3,39.72
361,10684,2,365.76
361,6011,8,269.99
362,13627,6,397.98
363,7801,8,337.46
363,11679,7,373.98
363,2141,7,485.05
364,19770,4,20.54
364,8316,8,416.06
365,13170,9,359.81
366,13494,9,152.94
366,15139,4,184.66
366,4466,5,57.25
367,1019,7,257.08
368,18837,7,380.53
369,9597,6,63.27
369,3352,7,14.29
369,16805,10,74.82
370,12580,9,100.81
370,18045,1,434.08
370,7831,8,173.44
371,17970,2,489.69
371,18459,5,251.16
372,14493,8,346.55
372,9695,4,248.41
372,13137,1,467.26
373,18295,8,70.99
373,15218,1,394.66
373,14068,8,442.47
373,12721,10,114.82
374,11042,5,186.61
374,525,7,306.19
374,10205,6,164.54
375,7842,3,53.02
376,6791,4,257.05
376,8842,1,333.16
376,15576,3,354.08
377,1753,7,230.16
378,18721,1,43.88
378,7921,6,275.6
378,16899,8,131.7
379,8320,8,489.66
379,12296,8,401.64
380,17045,2,373.49
380,3180,4,378.77
380,10229,8,126.88
380,14377,6,82.93
381,8437,7,49.91
381,18943,2,341.92
381,10896,2,115.87
382,710,3,284.99
382,4249,5,206.27
383,6254,9,156.94
383,13474,3,230.72
384,6453,5,412.77
384,5145,4,302.55
384,17428,5,153.85
384,4162,6,382.17
385,13222,3,266.0
385,6411,2,248.06
385,10164,7,27.84
386,8038,3,24.09
386,16837,7,46.45
386,14096,5,27.92
387,6102,4,374.99
387,16077,5,21.08
387,2431,3,411.86
387,17810,7,128.97
388,19543,1,225.88
388,3816,5,165.09
388,19050,6,431.09
388,1662,9,441.12
389,13696,3,384.78
389,5491,2,177.14
390,15803,5,411.26
390,14430,3,54.75
391,14899,10,145.13
392,2590,9,75.75
392,1548,3,444.93
393,359,9,243.51
393,15288,1,203.95
394,14381,7,10.93
395,17920,9,340.69
395,250,9,62.19
395,3872,5,456.57
395,15928,6,152.12
396,6640,4,353.62
397,614,9,319.72
397,11416,9,431.71
397,5797,1,332.84
398,19052,10,18.73
398,12062,8,313.34
399,4625,2,209.42
399,19368,10,449.01
399,14323,3,408.86
400,2474,3,426.82
401,2216,6,85.16
401,17562,4,332.76
401,12648,10,230.53
402,18768,9,194.86
402,14856,2,350.9
403,18719,8,70.16
403,19257,6,88.3
403,4050,7,118.39
403,899,3,351.83
404,388,5,219.93
405,3954,9,436.36
405,18495,10,445.39
406,10824,2,459.22
406,6939,10,467.91
406,3422,2,158.67
407,2437,8,154.39
408,16932,6,317.33
408,2814,7,435.39
408,1400,9,312.26
409,9363,9,178.72
410,14309,9,73.05
411,2471,7,371.83
411,94,7,94.56
412,17982,9,357.41
412,17408,10,99.12
413,11169,2,204.11
413,5326,2,140.04
413,11544,6,407.6
414,10539,9,64.19
415,6471,6,183.37
415,8346,6,236.33
415,6186,7,199.57
416,13405,3,413.1
416,4402,3,240.44
416,1282,1,430.34
417,13852,8,236.64
417,8212,4,136.59
418,14085,9,103.05
419,19732,9,102.88
419,11114,8,300.4
419,11237,5,130.13
419,13328,2,199.75
420,13582,8,203.31
420,15926,1,458.26
420,832,1,422.47
421,1837,8,10.95
421,1463,5,413.58
421,12570,4,7.43
422,3091,7,297.72
422,4691,2,104.27
422,2573,7,402.39
423,16955,5,36.59
424,17352,10,258.45
425,15566,5,50.02
425,18115,8,481.66
425,18272,1,111.33
426,11183,4,451.86
426,5199,6,316.47
426,1105,8,99.67
426,6136,8,187.07
427,2576,5,250.68
427,5141,4,180.18
427,10124,1,343.2
427,17752,10,492.28
428,13005,2,427.47
428,7986,4,306.42
429,15512,10,213.37
430,10499,5,230.34
430,19963,3,67.34
431,16563,10,366.68
432,4190,7,366.31
432,3821,4,331.91
433,16098,2,335.59
433,11916,5,350.59
434,18537,2,116.34
434,3388,1,41.76
435,8018,5,208.11
435,13690,4,186.83
436,15786,8,306.18
436,5431,3,313.79
437,13953,4,277.76
437,1104,2,387.04
438,4610,1,324.05
438,9454,10,216.49
438,19860,8,413.91
439,16075,10,390.53
439,4642,8,404.94
439,1441,6,305.01
439,11990,9,464.06
440,17558,3,264.42
441,13142,1,192.2
441,19444,10,86.65
441,8374,1,212.99
441,6540,7,359.72
442,8709,5,227.21
442,10086,2,49.85
442,1322,8,338.66
442,412,7,437.24
443,10312,3,424.46
443,17969,3,400.17
444,14089,3,158.98
444,16578,9,315.54
444,17746,8,386.64
444,4839,6,437.24
445,6184,1,423.03
445,19043,2,278.59
445,16107,5,83.48
446,17308,2,165.67
446,6113,10,201.97
446,11598,10,29.21
447,14136,6,144.09
447,10438,3,489.47
447,3189,6,92.61
447,855,6,244.61
448,10158,7,220.45
449,17630,7,119.79
449,12438,8,414.36
449,15593,4,491.92
450,5519,9,445.26
450,7354,1,32.71
450,13908,5,216.56
451,7648,1,20.61
451,3810,5,161.12
452,3379,9,483.64
453,17887,5,74.03
453,4113,5,481.86
453,7013,7,403.2
454,9433,10,28.7
454,12191,10,396.14
455,19918,2,258.94
455,4135,4,157.29
455,6629,8,273.81
455,5785,10,289.18
456,2190,7,367.56
456,11640,10,70.71
457,4138,9,363.9
458,17128,4,478.14
458,2209,7,377.02
458,11799,4,93.3
459,15319,3,458.7
459,6393,9,390.56
459,13243,10,370.29
460,3193,7,306.28
460,5644,5,270.67
460,14430,1,54.75
461,10627,8,79.69
461,3216,5,261.28
462,12407,6,394.02
462,3065,7,22.47
462,10087,9,175.4
463,1596,10,374.44
463,19470,7,278.66
463,14977,7,75.83
463,13526,8,191.86
464,16634,1,233.82
465,16626,8,406.92
466,2187,3,432.69
466,8336,1,148.43
467,19406,8,32.42
467,10213,10,20.27
468,9813,3,447.97
468,1581,3,106.53
468,7249,8,138.93
468,17298,3,124.61
469,3562,5,195.7
470,10595,6,414.77
470,15255,6,155.88
470,8645,5,284.02
470,3431,8,240.68
471,16251,2,217.34
471,1544,7,189.01
471,11161,6,490.86
471,15861,3,356.62
472,1838,7,320.84
473,11377,5,264.02
473,7394,1,160.81
473,14673,6,22.47
473,389,6,487.75
474,10816,10,369.64
474,11328,8,303.8
475,8823,6,272.63
475,10242,5,110.16
475,14642,4,173.42
476,15764,5,59.08
476,4353,3,276.9
476,5373,1,207.66
477,13382,2,283.52
477,16454,7,459.69
477,13814,7,468.22
477,11005,3,220.23
478,12850,5,391.23
478,13436,5,21.17
479,5979,2,89.04
479,12990,4,237.06
480,4938,5,497.59
480,14078,4,76.15
480,2526,8,357.11
481,2989,8,114.16
481,4766,2,234.48
481,1322,10,338.66
482,18103,8,119.97
482,19719,10,332.47
482,6155,6,219.6
482,17750,2,7.26
483,7685,1,472.46
484,9680,8,103.39
484,4234,7,278.81
485,5311,1,151.37
485,3051,7,454.84
485,13934,10,102.34
485,2729,4,277.05
486,7635,5,216.42
486,13848,10,94.62
486,6420,4,41.62
487,19661,7,123.2
488,3127,4,191.98
489,16758,4,140.26
489,6877,4,17.47
490,4276,6,336.27
490,1847,7,406.36
490,10689,5,73.0
491,8731,7,123.76
491,10540,2,232.83
492,5273,6,327.08
492,5142,3,278.11
492,7856,3,426.68
493,14453,9,78.8
494,17309,6,258.23
495,15397,6,177.64
496,14066,8,183.98
496,15755,3,23.91
496,11739,10,487.97
497,8536,4,11.57
497,12045,7,174.65
497,1985,1,62.6
497,52,9,107.54
498,6308,8,173.77
498,6617,5,344.51
498,16594,3,182.18
498,12757,4,458.8
499,17936,6,294.49
499,16101,6,128.27
499,7398,2,92.58
500,16085,8,125.39
500,592,4,173.23
501,1409,8,42.89
502,15966,6,486.34
502,17829,4,225.23
503,15895,10,271.5
503,8153,3,398.56
504,7950,7,13.16
504,11549,2,224.5
504,4507,9,167.91
504,8248,5,414.77
505,8209,2,352.7
505,3327,2,18.38
505,8288,6,472.76
505,4669,2,29.25
506,6882,9,54.95
506,9247,6,219.79
506,1377,2,469.26
507,7411,1,319.98
507,14010,2,323.75
507,17529,6,357.3
508,10807,10,264.3
508,16180,9,10.21
508,311,8,263.2
509,3624,3,418.73
509,18970,8,68.22
509,5037,9,388.72
509,14743,8,109.54
510,10659,1,255.07
510,14101,7,80.71
510,2273,7,446.98
510,15962,10,203.78
511,4530,3,48.4
512,16077,2,21.08
512,16278,5,127.47
512,2021,7,15.56
512,4642,9,404.94
513,5168,10,83.67
514,13599,3,439.58
514,12818,6,85.63
514,5920,7,283.62
515,14640,9,124.07
515,7376,9,323.77
515,13485,7,112.41
515,10430,1,110.1
516,4136,9,28.86
516,19950,8,64.32
516,11495,1,268.67
517,9834,2,37.03
517,19068,7,316.97
517,15552,5,461.04
518,10142,7,5.13
518,9124,8,230.18
518,2175,2,479.27
518,9382,6,220.71
519,7718,5,233.45
519,9113,4,290.78
520,2692,9,193.66
520,11407,2,205.1
520,6395,4,363.19
521,1116,3,271.06
521,15013,4,346.99
521,17697,6,203.51
522,14816,1,361.17
523,7038,4,493.78
523,16253,7,239.8
524,6839,7,257.99
525,8651,9,65.81
525,18238,8,13.95
526,2257,9,215.24
526,10540,2,232.83
527,19223,5,390.02
527,8388,9,408.7
527,12700,7,129.56
527,6036,4,396.53
528,19638,10,432.37
528,5894,9,234.65
528,9235,9,292.63
528,12586,2,202.95
529,56,7,201.31
529,9693,2,368.5
529,18529,3,33.62
