payment_id,order_id,payment_method,payment_date,amount,status
11068,11068,PayPal,2024-12-10,4631.8,Captured
11069,11069,Visa,2024-11-28,4539.16,Captured
11070,11070,Stripe,2024-12-11,1675.81,Captured
11071,11071,Stripe,2024-10-02,3663.3599999999997,Captured
11072,11072,Stripe,2024-11-09,120.72,Captured
11073,11073,Visa,2025-02-20,2147.25,Captured
11074,11074,Mastercard,2024-06-02,2572.7099999999996,Captured
11075,11075,PayPal,2024-07-22,5661.37,Captured
11076,11076,Stripe,2024-06-07,10355.84,Captured
11077,11077,Visa,2025-02-03,1758.6999999999998,Captured
11078,11078,Stripe,2024-06-21,5787.459999999999,Captured
11079,11079,Mastercard,2024-05-22,2502.9900000000002,Captured
11080,11080,PayPal,2025-05-15,4316.099999999999,Captured
11081,11081,Stripe,2024-10-26,2444.6499999999996,Captured
11082,11082,PayPal,2024-08-18,7381.14,Captured
11083,11083,Visa,2024-12-30,671.92,Captured
11084,11084,PayPal,2024-12-01,2773.8999999999996,Captured
11085,11085,Stripe,2025-02-22,1420.34,Captured
11086,11086,Stripe,2024-09-05,2228.74,Captured
11087,11087,PayPal,2024-06-10,9833.59,Captured
11088,11088,Stripe,2024-11-23,3956.36,Captured
11089,11089,Mastercard,2024-11-22,2781.8400000000006,Captured
11090,11090,PayPal,2024-07-07,3427.24,Captured
11091,11091,Mastercard,2025-01-02,8936.73,Captured
11092,11092,PayPal,2024-08-05,4231.780000000001,Captured
11093,11093,Mastercard,2024-11-15,4742.75,Captured
11094,11094,PayPal,2024-11-13,5609.79,Captured
11095,11095,PayPal,2024-11-09,2881.14,Captured
11096,11096,Stripe,2025-01-05,2519.92,Captured
11097,11097,Stripe,2024-12-03,4574.61,Captured
11098,11098,Mastercard,2024-11-11,8572.19,Captured
11099,11099,Stripe,2024-12-29,1616.95,Captured
11100,11100,Stripe,2024-11-04,315.49,Captured
11101,11101,Mastercard,2024-08-28,1708.48,Captured
11102,11102,Stripe,2024-08-05,3889.59,Captured
11103,11103,PayPal,2024-06-29,4373.89,Captured
11104,11104,PayPal,2025-04-17,2284.39,Captured
11105,11105,PayPal,2025-01-10,3266.66,Captured
11106,11106,Visa,2024-07-29,5501.02,Captured
11107,11107,Stripe,2024-08-08,542.3100000000001,Captured
11108,11108,PayPal,2025-02-23,1979.15,Captured
11109,11109,Mastercard,2025-04-18,4596.6,Captured
11110,11110,Stripe,2025-01-13,627.28,Captured
11111,11111,Stripe,2025-01-08,6029.4,Captured
11112,11112,Stripe,2024-08-07,4189.09,Captured
11113,11113,PayPal,2024-05-23,1268.55,Captured
11114,11114,Stripe,2025-04-29,3517.7,Captured
11115,11115,PayPal,2024-11-19,6110.57,Captured
11116,11116,Mastercard,2025-02-20,255.73,Captured
11117,11117,PayPal,2024-09-11,1513.5,Captured
11118,11118,Stripe,2024-08-21,754.23,Captured
11119,11119,Stripe,2025-04-11,6249.41,Captured
11120,11120,Visa,2025-03-06,3416.92,Captured
11121,11121,Stripe,2024-05-22,3611.73,Captured
11122,11122,Stripe,2024-05-29,1437.41,Captured
11123,11123,PayPal,2024-10-07,2078.39,Captured
11124,11124,Visa,2024-11-18,1302.3300000000002,Captured
11125,11125,Visa,2025-01-26,9752.86,Captured
11126,11126,Visa,2024-10-21,8001.4400000000005,Captured
11127,11127,PayPal,2025-01-19,988.76,Captured
11128,11128,Stripe,2025-02-24,1173.76,Captured
11129,11129,Stripe,2025-05-08,2801.8399999999997,Captured
11130,11130,Stripe,2024-12-29,4113.56,Captured
11131,11131,Visa,2025-04-05,4406.7300000000005,Captured
11132,11132,PayPal,2024-08-20,11015.07,Captured
11133,11133,Visa,2024-05-24,2021.25,Captured
11134,11134,PayPal,2024-05-29,399.68,Captured
11135,11135,Visa,2025-01-01,3162.4100000000003,Captured
11136,11136,PayPal,2025-01-18,228.61999999999998,Captured
11137,11137,Mastercard,2024-09-09,4984.9400000000005,Captured
11138,11138,Stripe,2024-07-28,1803.86,Captured
11139,11139,Visa,2024-07-17,777.2800000000001,Captured
11140,11140,Mastercard,2024-06-12,4312.429999999999,Captured
11141,11141,PayPal,2024-12-03,2632.2,Captured
11142,11142,PayPal,2024-09-11,8107.5,Captured
11143,11143,Mastercard,2025-05-18,623.24,Captured
11144,11144,Mastercard,2024-06-08,5969.42,Captured
11145,11145,PayPal,2024-08-18,11061.61,Captured
11146,11146,Visa,2025-04-14,5891.11,Captured
11147,11147,Stripe,2025-04-30,4291.29,Captured
11148,11148,Stripe,2024-11-25,6325.94,Captured
11149,11149,Stripe,2024-11-10,5550.360000000001,Captured
11150,11150,Mastercard,2025-04-29,390.43,Captured
11151,11151,PayPal,2024-06-24,1645.1,Captured
11152,11152,Mastercard,2024-10-02,6494.610000000001,Captured
11153,11153,Visa,2024-11-10,6030.57,Captured
11154,11154,Visa,2024-07-09,6915.389999999999,Captured
11155,11155,Visa,2025-02-25,1090.74,Captured
11156,11156,PayPal,2024-07-12,5857.620000000001,Captured
11157,11157,PayPal,2024-10-16,2669.2699999999995,Captured
11158,11158,Stripe,2024-07-25,7482.32,Captured
11159,11159,Stripe,2024-08-21,3729.2400000000007,Captured
11160,11160,PayPal,2024-09-08,2227.47,Captured
11161,11161,PayPal,2024-08-23,3877.12,Captured
11162,11162,Stripe,2024-07-12,3530.42,Captured
11163,11163,PayPal,2024-06-22,3181.3,Captured
11164,11164,Mastercard,2024-05-30,6044.41,Captured
11165,11165,Mastercard,2024-11-05,5777.07,Captured
11166,11166,PayPal,2025-03-16,1194.51,Captured
11167,11167,Mastercard,2025-04-07,600.9499999999999,Captured
11168,11168,Mastercard,2024-12-27,4572.37,Captured
11169,11169,Mastercard,2024-06-04,4212.71,Captured
11170,11170,PayPal,2025-05-12,2385.5,Captured
11171,11171,Stripe,2024-06-02,3317.56,Captured
11172,11172,Mastercard,2025-05-13,6316.26,Captured
11173,11173,Visa,2024-09-20,4720.19,Captured
11174,11174,Stripe,2024-06-20,131.16,Captured
11175,11175,Mastercard,2024-06-12,9480.119999999999,Captured
11176,11176,Mastercard,2024-09-17,457.16,Captured
11177,11177,Stripe,2024-08-30,898.92,Captured
11178,11178,Mastercard,2024-08-22,2765.7999999999997,Captured
11179,11179,Visa,2024-10-30,2556.48,Captured
11180,11180,Stripe,2025-02-10,10267.47,Captured
11181,11181,Stripe,2024-08-30,1751.6999999999998,Captured
11182,11182,Stripe,2024-11-14,2031.25,Captured
11183,11183,Visa,2024-10-09,3027.37,Captured
11184,11184,Stripe,2024-08-22,2733.8,Captured
11185,11185,Visa,2025-02-03,2180.58,Captured
11186,11186,Stripe,2024-11-06,7654.880000000001,Captured
11187,11187,Mastercard,2025-05-09,2000.65,Captured
11188,11188,PayPal,2024-11-03,3576.4199999999996,Captured
11189,11189,Mastercard,2024-09-02,10988.23,Captured
11190,11190,Mastercard,2024-08-21,7057.23,Captured
11191,11191,Stripe,2024-08-28,1949.8,Captured
11192,11192,Visa,2025-05-18,2052.9700000000003,Captured
11193,11193,Stripe,2024-12-27,6855.579999999999,Captured
11194,11194,Mastercard,2025-01-02,39.84,Captured
11195,11195,PayPal,2024-11-28,6601.32,Captured
11196,11196,Visa,2025-01-14,1157.3000000000002,Captured
11197,11197,Visa,2025-05-04,139.09,Captured
11198,11198,PayPal,2025-04-25,4474.24,Captured
11199,11199,PayPal,2024-05-25,10346.51,Captured
11200,11200,Stripe,2024-12-22,2114.3100000000004,Captured
11201,11201,Stripe,2024-06-13,5738.800000000001,Captured
11202,11202,PayPal,2024-08-13,2601.55,Captured
11203,11203,Visa,2024-08-02,5628.870000000001,Captured
11204,11204,Mastercard,2024-07-12,4422.860000000001,Captured
11205,11205,Mastercard,2025-03-09,1176.65,Captured
11206,11206,PayPal,2025-03-13,1169.22,Captured
11207,11207,PayPal,2024-08-02,8021.32,Captured
11208,11208,Mastercard,2024-06-07,9009.33,Captured
11209,11209,Visa,2025-04-02,1784.27,Captured
11210,11210,Mastercard,2024-11-20,2009.1999999999998,Captured
11211,11211,Visa,2024-11-18,4142.6900000000005,Captured
11212,11212,Visa,2024-06-18,5507.16,Captured
11213,11213,Stripe,2025-01-17,30.869999999999997,Captured
11214,11214,Stripe,2025-03-11,1913.8300000000002,Captured
11215,11215,Mastercard,2024-07-05,776.54,Captured
11216,11216,PayPal,2024-12-29,3742.12,Captured
11217,11217,Mastercard,2024-09-07,8093.02,Captured
11218,11218,Mastercard,2024-09-23,9848.03,Captured
11219,11219,Visa,2024-08-22,3181.3999999999996,Captured
11220,11220,Stripe,2025-03-30,3754.36,Captured
11221,11221,PayPal,2024-12-05,1373.1599999999999,Captured
11222,11222,Visa,2024-08-09,720.6,Captured
11223,11223,PayPal,2024-11-02,30.84,Captured
11224,11224,PayPal,2025-01-29,2366.14,Captured
11225,11225,Mastercard,2025-03-24,2812.75,Captured
11226,11226,Visa,2025-04-07,1533.66,Captured
11227,11227,Stripe,2025-01-05,511.77,Captured
11228,11228,Mastercard,2024-06-16,1285.5,Captured
11229,11229,Mastercard,2024-06-13,5503.1,Captured
11230,11230,PayPal,2024-09-05,5894.299999999999,Captured
11231,11231,Mastercard,2024-11-08,1969.85,Captured
11232,11232,Visa,2025-04-09,13344.72,Captured
11233,11233,PayPal,2024-06-29,5896.97,Captured
11234,11234,Visa,2025-05-19,2973.94,Captured
11235,11235,Mastercard,2025-01-13,4696.65,Captured
11236,11236,PayPal,2024-05-30,7062.34,Captured
11237,11237,Mastercard,2025-04-29,6644.4,Captured
11238,11238,Stripe,2025-04-14,57.72,Captured
11239,11239,Stripe,2024-08-05,4134.280000000001,Captured
11240,11240,PayPal,2024-10-31,3541.24,Captured
11241,11241,Stripe,2025-01-03,2447.5,Captured
11242,11242,PayPal,2024-09-17,3991.14,Captured
11243,11243,Mastercard,2024-10-10,7272.35,Captured
11244,11244,Mastercard,2025-02-26,1282.6,Captured
11245,11245,Stripe,2025-04-22,3446.4799999999996,Captured
11246,11246,Stripe,2024-06-30,5959.85,Captured
11247,11247,Mastercard,2024-10-23,6097.84,Captured
11248,11248,Mastercard,2025-03-10,627.5,Captured
11249,11249,Mastercard,2025-01-19,2625.06,Captured
11250,11250,PayPal,2024-06-18,574.2800000000001,Captured
11251,11251,Visa,2024-06-27,7630.76,Captured
11252,11252,PayPal,2024-06-19,3115.37,Captured
11253,11253,Mastercard,2024-11-05,5628.06,Captured
11254,11254,Visa,2024-05-26,1962.95,Captured
11255,11255,Mastercard,2025-01-25,6527.92,Captured
11256,11256,PayPal,2024-11-19,1124.15,Captured
11257,11257,Mastercard,2024-11-19,6780.120000000001,Captured
11258,11258,Stripe,2024-06-29,3926.7300000000005,Captured
11259,11259,PayPal,2025-05-16,13226.869999999999,Captured
11260,11260,Mastercard,2025-04-21,3022.9399999999996,Captured
11261,11261,Visa,2024-12-04,7022.6,Captured
11262,11262,PayPal,2025-04-15,3417.2099999999996,Captured
11263,11263,Visa,2024-06-15,478.08000000000004,Captured
11264,11264,PayPal,2025-01-23,3171.79,Captured
11265,11265,Mastercard,2024-09-08,9531.41,Captured
11266,11266,Visa,2024-12-24,1760.1599999999999,Captured
11267,11267,Stripe,2024-06-20,3389.4799999999996,Captured
11268,11268,Mastercard,2025-05-17,7256.73,Captured
11269,11269,Stripe,2025-02-26,27.200000000000003,Captured
11270,11270,Mastercard,2024-09-08,5115.7699999999995,Captured
11271,11271,Visa,2025-01-27,4744.91,Captured
11272,11272,PayPal,2025-01-19,278.29,Captured
11273,11273,Stripe,2024-09-12,5309.13,Captured
11274,11274,Visa,2024-12-13,8323.91,Captured
11275,11275,PayPal,2024-08-10,2387.7200000000003,Captured
11276,11276,PayPal,2025-02-27,394.82,Captured
11277,11277,PayPal,2024-10-07,633.44,Captured
11278,11278,Visa,2025-02-28,8793.07,Captured
11279,11279,Visa,2025-05-09,8721.64,Captured
11280,11280,PayPal,2024-07-22,2040.12,Captured
11281,11281,Visa,2025-04-13,7083.6,Captured
11282,11282,PayPal,2024-12-15,2073.52,Captured
11283,11283,Mastercard,2024-11-30,2711.46,Captured
11284,11284,Visa,2025-02-10,8326.88,Captured
11285,11285,PayPal,2024-08-02,5272.580000000001,Captured
11286,11286,Stripe,2025-04-09,7415.11,Captured
11287,11287,Visa,2024-08-21,6005.91,Captured
11288,11288,Stripe,2024-11-16,3397.19,Captured
11289,11289,PayPal,2024-11-22,1742.8900000000003,Captured
11290,11290,Mastercard,2025-01-27,5796.620000000001,Captured
11291,11291,Mastercard,2025-05-18,3732.0299999999997,Captured
11292,11292,Mastercard,2025-02-08,8772.47,Captured
11293,11293,PayPal,2025-02-19,4088.6000000000004,Captured
11294,11294,Stripe,2024-12-26,2275.4700000000003,Captured
11295,11295,PayPal,2024-12-23,3530.12,Captured
11296,11296,Visa,2024-10-13,1158.1000000000001,Captured
11297,11297,PayPal,2024-10-27,5891.76,Captured
11298,11298,Mastercard,2024-06-27,2529.88,Captured
11299,11299,Visa,2025-04-17,3137.9700000000003,Captured
11300,11300,PayPal,2024-10-10,4179.61,Captured
11301,11301,Mastercard,2025-05-08,7356.900000000001,Captured
11302,11302,Stripe,2024-10-25,4922.9400000000005,Captured
11303,11303,Mastercard,2024-10-29,6820.72,Captured
11304,11304,PayPal,2025-03-07,424.26,Captured
11305,11305,Visa,2024-07-10,277.9,Captured
11306,11306,Mastercard,2025-01-11,3512.1800000000003,Captured
11307,11307,Stripe,2024-06-16,3879.76,Captured
11308,11308,Stripe,2025-04-18,10643.689999999999,Captured
11309,11309,Stripe,2025-02-25,2049.32,Captured
11310,11310,Visa,2024-06-18,3733.37,Captured
11311,11311,PayPal,2025-02-20,1773.1999999999998,Captured
11312,11312,Mastercard,2024-06-19,2458.99,Captured
11313,11313,Stripe,2025-04-25,2210.44,Captured
11314,11314,Stripe,2024-12-31,3631.08,Captured
11315,11315,Mastercard,2024-12-17,992.6999999999999,Captured
11316,11316,PayPal,2024-12-06,292.14,Captured
11317,11317,PayPal,2024-11-01,4367.099999999999,Captured
11318,11318,Stripe,2024-11-16,3431.75,Captured
11319,11319,Mastercard,2024-12-14,3061.2999999999997,Captured
11320,11320,Mastercard,2024-07-29,2096.16,Captured
11321,11321,Stripe,2024-09-07,579.6899999999999,Captured
11322,11322,Stripe,2024-10-10,5941.0,Captured
11323,11323,Stripe,2024-10-31,2656.66,Captured
11324,11324,PayPal,2024-06-07,1135.69,Captured
11325,11325,PayPal,2025-03-12,5425.83,Captured
11326,11326,PayPal,2024-05-22,8083.12,Captured
11327,11327,Mastercard,2024-12-01,1584.0,Captured
11328,11328,PayPal,2025-02-21,5528.71,Captured
11329,11329,Stripe,2025-05-09,10048.67,Captured
11330,11330,Mastercard,2024-05-24,1266.88,Captured
11331,11331,Mastercard,2024-07-27,5774.0199999999995,Captured
11332,11332,PayPal,2025-02-27,7208.16,Captured
11333,11333,Visa,2025-03-10,514.0799999999999,Captured
11334,11334,Mastercard,2024-10-30,1386.27,Captured
11335,11335,Mastercard,2025-01-13,1960.64,Captured
11336,11336,PayPal,2024-11-01,11574.470000000001,Captured
11337,11337,Visa,2024-08-02,3182.1099999999997,Captured
11338,11338,Visa,2025-05-07,6802.2699999999995,Captured
11339,11339,PayPal,2024-07-28,4400.86,Captured
11340,11340,Visa,2024-06-14,4042.43,Captured
11341,11341,PayPal,2024-11-18,1749.84,Captured
11342,11342,PayPal,2025-03-28,2116.6,Captured
11343,11343,Stripe,2024-07-14,7093.299999999999,Captured
11344,11344,Stripe,2024-09-30,3709.8500000000004,Captured
11345,11345,Mastercard,2024-12-20,4021.1099999999997,Captured
11346,11346,PayPal,2024-12-29,2755.7699999999995,Captured
11347,11347,Mastercard,2024-10-23,2111.8199999999997,Captured
11348,11348,Visa,2025-04-15,613.68,Captured
11349,11349,Stripe,2025-03-03,4066.51,Captured
11350,11350,Stripe,2024-08-21,2728.37,Captured
11351,11351,Mastercard,2024-12-06,8569.89,Captured
11352,11352,Visa,2024-11-03,5935.0599999999995,Captured
11353,11353,PayPal,2025-02-09,2153.6,Captured
11354,11354,Stripe,2025-03-03,6584.84,Captured
11355,11355,Mastercard,2025-03-12,5831.0199999999995,Captured
11356,11356,Visa,2024-12-29,5644.58,Captured
11357,11357,Stripe,2025-02-20,7429.820000000001,Captured
11358,11358,Mastercard,2025-03-25,8891.550000000001,Captured
11359,11359,PayPal,2025-01-29,4347.63,Captured
11360,11360,Stripe,2024-09-06,788.48,Captured
11361,11361,Mastercard,2024-08-24,3840.6299999999997,Captured
11362,11362,Visa,2024-12-16,6613.42,Captured
11363,11363,Visa,2025-04-21,8541.17,Captured
11364,11364,Visa,2024-11-01,7639.58,Captured
11365,11365,PayPal,2025-01-23,4173.54,Captured
11366,11366,Mastercard,2025-03-30,1344.78,Captured
11367,11367,Mastercard,2025-01-19,5788.950000000001,Captured
11368,11368,Stripe,2024-08-21,36.91,Captured
11369,11369,Visa,2025-04-29,6549.029999999999,Captured
11370,11370,Mastercard,2025-04-21,1459.06,Captured
11371,11371,Mastercard,2024-11-04,2266.2599999999998,Captured
11372,11372,Stripe,2024-07-03,4415.9,Captured
11373,11373,Mastercard,2024-11-14,4308.1900000000005,Captured
11374,11374,Mastercard,2024-06-05,4677.62,Captured
11375,11375,PayPal,2024-07-04,9281.16,Captured
11376,11376,Stripe,2025-04-18,9480.56,Captured
11377,11377,Visa,2024-09-27,3281.4,Captured
11378,11378,Stripe,2024-06-17,7056.08,Captured
11379,11379,Mastercard,2024-08-13,4047.9900000000002,Captured
11380,11380,Stripe,2024-11-07,4956.2699999999995,Captured
11381,11381,Mastercard,2024-06-22,5698.2,Captured
11382,11382,Mastercard,2024-05-29,1907.0,Captured
11383,11383,Stripe,2024-09-03,1554.52,Captured
11384,11384,PayPal,2024-07-22,4416.8,Captured
11385,11385,Stripe,2024-07-24,5578.84,Captured
11386,11386,PayPal,2025-02-26,9718.369999999999,Captured
11387,11387,Visa,2024-06-22,1433.51,Captured
11388,11388,Mastercard,2024-09-17,4539.08,Captured
11389,11389,Visa,2024-10-03,2633.95,Captured
11390,11390,Stripe,2025-02-02,11346.76,Captured
11391,11391,Visa,2024-08-15,9072.96,Captured
11392,11392,Visa,2024-10-02,2167.8,Captured
11393,11393,Stripe,2024-12-11,2244.5499999999997,Captured
11394,11394,PayPal,2024-06-09,953.76,Captured
11395,11395,Stripe,2025-03-10,5902.8099999999995,Captured
11396,11396,Mastercard,2024-09-20,12680.14,Captured
11397,11397,Mastercard,2024-05-26,7401.5,Captured
11398,11398,Mastercard,2024-07-09,131.52,Captured
11399,11399,Visa,2024-08-26,5016.83,Captured
11400,11400,Mastercard,2024-05-23,7300.629999999999,Captured
11401,11401,Stripe,2025-04-29,440.63,Captured
11402,11402,Visa,2025-02-25,966.95,Captured
11403,11403,Stripe,2025-01-22,5468.07,Captured
11404,11404,Stripe,2025-02-06,8872.18,Captured
11405,11405,Visa,2024-05-18,5012.79,Captured
11406,11406,Stripe,2025-04-07,2954.42,Captured
11407,11407,Stripe,2024-09-20,3839.39,Captured
11408,11408,PayPal,2025-02-08,2518.19,Captured
11409,11409,Mastercard,2024-08-30,4484.25,Captured
11410,11410,Stripe,2025-03-06,2498.69,Captured
11411,11411,Visa,2024-06-14,1686.6100000000001,Captured
11412,11412,Visa,2024-09-12,1507.2,Captured
11413,11413,Mastercard,2024-08-27,2832.7000000000003,Captured
11414,11414,PayPal,2024-11-26,663.42,Captured
11415,11415,PayPal,2024-10-25,833.38,Captured
11416,11416,Visa,2024-08-16,1005.12,Captured
11417,11417,PayPal,2025-01-24,4868.31,Captured
11418,11418,Visa,2024-10-27,677.39,Captured
11419,11419,Mastercard,2025-05-03,8036.95,Captured
11420,11420,Stripe,2024-07-25,3647.77,Captured
11421,11421,PayPal,2024-07-29,5658.639999999999,Captured
11422,11422,Stripe,2024-11-08,308.37,Captured
11423,11423,Mastercard,2025-02-04,343.52,Captured
11424,11424,Stripe,2024-08-08,3301.45,Captured
11425,11425,Stripe,2024-07-12,5307.400000000001,Captured
11426,11426,Mastercard,2024-10-25,2989.46,Captured
11427,11427,Visa,2024-11-02,3615.75,Captured
11428,11428,Stripe,2024-08-18,261.72,Captured
11429,11429,PayPal,2025-04-08,4673.13,Captured
11430,11430,Mastercard,2025-02-04,4859.55,Captured
11431,11431,Visa,2025-01-25,5304.300000000001,Captured
11432,11432,Stripe,2024-05-25,6050.120000000001,Captured
11433,11433,Stripe,2024-10-19,576.4499999999999,Captured
11434,11434,PayPal,2025-01-21,5483.530000000001,Captured
11435,11435,Mastercard,2025-01-18,11082.31,Captured
11436,11436,Visa,2025-03-29,8044.85,Captured
11437,11437,Visa,2025-01-18,6023.0,Captured
11438,11438,Stripe,2024-09-22,6284.209999999999,Captured
11439,11439,Stripe,2025-03-08,842.3299999999999,Captured
11440,11440,Visa,2025-02-02,1259.1399999999999,Captured
11441,11441,Mastercard,2024-08-14,2851.75,Captured
11442,11442,Visa,2025-01-03,575.04,Captured
11443,11443,Mastercard,2024-06-14,8255.14,Captured
11444,11444,Visa,2025-03-16,2625.7,Captured
11445,11445,Stripe,2025-03-20,6802.82,Captured
11446,11446,Stripe,2024-09-19,2775.4999999999995,Captured
11447,11447,Visa,2024-06-24,4033.0600000000004,Captured
11448,11448,Mastercard,2024-08-06,1652.55,Captured
11449,11449,PayPal,2024-10-05,9072.83,Captured
11450,11450,PayPal,2024-06-18,9931.46,Captured
11451,11451,PayPal,2024-11-27,5896.740000000001,Captured
11452,11452,Visa,2024-06-18,5245.13,Captured
11453,11453,Visa,2025-03-12,2066.54,Captured
11454,11454,Visa,2024-07-28,1624.98,Captured
11455,11455,PayPal,2025-02-20,4722.9800000000005,Captured
11456,11456,Stripe,2025-01-25,5911.84,Captured
11457,11457,Mastercard,2024-11-05,3328.38,Captured
11458,11458,Mastercard,2025-02-26,8255.56,Captured
11459,11459,Mastercard,2024-09-19,8561.71,Captured
11460,11460,PayPal,2024-09-12,8250.77,Captured
11461,11461,Visa,2025-02-01,3752.5499999999997,Captured
11462,11462,Mastercard,2024-08-01,1983.52,Captured
11463,11463,Visa,2024-07-07,5739.97,Captured
11464,11464,Visa,2025-02-25,7280.3099999999995,Captured
11465,11465,PayPal,2024-11-06,280.26,Captured
11466,11466,Mastercard,2025-03-15,2336.86,Captured
11467,11467,Stripe,2024-05-26,1927.77,Captured
11468,11468,PayPal,2025-03-13,5658.110000000001,Captured
11469,11469,Mastercard,2025-03-22,3229.05,Captured
11470,11470,Mastercard,2024-09-13,1397.52,Captured
11471,11471,Mastercard,2025-01-08,4107.02,Captured
11472,11472,Visa,2024-12-14,455.56,Captured
11473,11473,Visa,2024-11-04,966.3800000000001,Captured
11474,11474,Stripe,2024-11-22,1512.42,Captured
11475,11475,Mastercard,2024-10-12,4212.6,Captured
11476,11476,Mastercard,2024-11-05,988.23,Captured
11477,11477,Visa,2024-09-03,5309.26,Captured
11478,11478,Visa,2024-08-01,6592.140000000001,Captured
11479,11479,Stripe,2024-09-02,3649.92,Captured
11480,11480,Visa,2024-05-29,4475.4,Captured
11481,11481,Mastercard,2025-04-19,6392.9800000000005,Captured
11482,11482,Stripe,2025-01-21,2661.54,Captured
11483,11483,Visa,2025-02-18,4964.17,Captured
11484,11484,Mastercard,2025-01-21,3949.09,Captured
11485,11485,Visa,2024-09-04,8023.820000000001,Captured
11486,11486,Stripe,2025-02-27,5472.97,Captured
11487,11487,Stripe,2024-09-26,5290.6,Captured
11488,11488,PayPal,2025-01-13,4779.720000000001,Captured
11489,11489,Mastercard,2024-11-04,2753.6800000000003,Captured
11490,11490,Stripe,2025-01-01,7757.7,Captured
11491,11491,PayPal,2025-03-12,1359.05,Captured
11492,11492,Mastercard,2025-03-03,305.52,Captured
11493,11493,Visa,2024-05-25,3452.0600000000004,Captured
11494,11494,Mastercard,2025-01-04,6943.17,Captured
11495,11495,Visa,2024-07-31,5271.63,Captured
11496,11496,Mastercard,2024-10-02,3379.8,Captured
11497,11497,Stripe,2025-05-13,252.35999999999999,Captured
11498,11498,Visa,2025-02-27,3531.44,Captured
