order_id,product_id,quantity,unit_price
11118,10136,3,213.78
11118,11217,3,37.63
11119,2901,8,293.19
11119,16755,2,58.66
11119,15559,6,277.32
11119,5546,9,235.85
11120,17513,10,162.62
11120,5251,4,319.89
11120,4865,4,127.79
11121,4566,5,230.67
11121,15442,5,115.5
11121,5251,5,319.89
11121,9497,1,88.8
11121,11708,3,64.21
11122,16037,3,342.05
11122,15803,1,411.26
11123,8542,1,312.75
11123,7453,1,288.23
11123,9968,7,191.7
11123,712,1,87.55
11123,18624,1,47.96
11124,18686,2,22.59
11124,9092,3,419.05
11125,9751,10,419.9
11125,6640,3,353.62
11125,5286,6,120.93
11125,1898,7,412.06
11125,9305,5,176.6
11126,11056,7,113.32
11126,12677,10,434.41
11126,3128,6,477.35
11127,19403,2,170.37
11127,13604,1,485.78
11127,7844,1,162.24
11128,2233,4,293.44
11129,8686,4,185.58
11129,17908,3,429.19
11129,2437,5,154.39
11130,981,1,462.08
11130,3987,6,329.26
11130,1423,9,142.29
11130,14998,1,395.31
11131,119,5,281.33
11131,8021,5,275.55
11131,12121,9,119.01
11131,17974,2,168.11
11131,13009,1,215.02
11132,4233,4,291.05
11132,2223,3,409.89
11132,14583,10,428.96
11132,16624,10,203.81
11132,15319,5,458.7
11133,12972,3,337.17
11133,320,3,336.58
11134,19178,8,49.96
11135,9515,5,360.42
11135,16486,7,194.33
11136,19402,7,32.66
11137,14624,10,311.13
11137,987,1,116.78
11137,720,6,197.57
11137,4486,8,71.43
11138,7111,5,196.29
11138,19482,1,258.65
11138,7173,2,281.88
11139,12202,7,111.04
11140,5447,10,187.51
11140,15886,9,177.45
11140,7294,2,420.14
11141,14645,4,325.02
11141,5702,3,444.04
11142,7863,4,488.24
11142,11134,6,283.53
11142,1962,9,62.2
11142,6743,8,407.37
11142,7039,2,317.3
11143,2000,5,109.22
11143,8856,1,77.14
11144,7774,6,356.46
11144,6170,5,26.59
11144,8055,3,408.47
11144,4002,6,412.05
11145,2975,8,340.0
11145,7827,9,332.25
11145,8306,9,492.16
11145,4010,3,220.61
11145,19570,1,260.09
11146,13343,1,482.63
11146,6378,8,274.95
11146,16523,1,260.12
11146,10506,6,491.46
11147,5103,7,344.59
11147,8575,5,322.12
11147,19829,2,134.28
11148,14763,10,224.57
11148,8912,5,369.53
11148,17028,4,438.98
11148,3068,1,476.67
11149,5151,10,393.16
11149,2270,5,274.86
11149,3548,2,76.78
11149,9104,3,30.3
11150,19079,1,390.43
11151,6684,5,329.02
11152,3923,5,493.48
11152,2597,9,276.69
11152,7467,4,384.25
11153,18966,4,420.67
11153,6318,3,83.91
11153,3391,3,469.52
11153,10484,4,178.4
11153,18261,6,329.0
11154,18058,7,430.42
11154,10569,5,108.07
11154,7237,7,480.3
11155,5266,6,181.79
11156,19005,7,490.63
11156,10912,5,237.97
11156,14238,6,205.56
11157,16007,3,217.99
11157,3376,4,311.84
11157,5568,3,122.9
11157,18156,3,133.08
11158,14727,4,442.39
11158,6168,9,214.94
11158,7273,10,377.83
11159,19685,2,221.65
11159,5254,6,284.55
11159,19390,8,197.33
11160,15215,7,318.21
11161,2535,8,484.64
11162,12184,4,33.1
11162,9194,8,317.32
11162,15086,2,188.1
11162,5918,1,483.26
11163,9047,1,432.22
11163,3806,6,458.18
11164,13809,9,225.15
11164,10157,7,386.86
11164,4608,3,436.68
11165,17566,2,311.42
11165,17941,9,141.99
11165,6534,10,190.12
11165,7038,4,493.78
11166,7711,3,398.17
11167,3957,7,85.85
11168,4224,8,255.74
11168,18488,7,235.87
11168,3152,2,437.68
11169,13297,10,75.23
11169,7034,9,20.97
11169,9065,3,349.03
11169,10150,6,151.37
11169,13880,3,438.79
11170,17756,7,132.46
11170,6344,8,45.57
11170,12797,2,8.61
11170,9383,10,107.65
11171,7716,9,51.55
11171,17119,2,255.17
11171,4816,5,395.88
11171,14295,3,121.29
11172,16934,6,399.31
11172,7579,9,435.6
11173,4088,3,309.53
11173,375,8,473.95
11174,15267,2,65.58
11175,17419,10,350.47
11175,18910,10,398.79
11175,13287,1,356.1
11175,11168,7,167.41
11175,14428,5,91.91
11176,7795,2,116.29
11176,2034,2,112.29
11177,9269,2,449.46
11178,7133,4,30.43
11178,18869,5,456.64
11178,13892,1,360.88
11179,17726,9,231.6
11179,16929,1,472.08
11180,7759,9,406.81
11180,8863,10,223.57
11180,7672,10,200.47
11180,18475,3,138.26
11180,389,4,487.75
11181,13489,5,350.34
11182,17309,3,258.23
11182,3312,4,52.98
11182,17297,4,261.16
11183,6767,4,477.7
11183,12472,3,372.19
11184,6641,2,402.7
11184,10193,8,241.05
11185,46,1,192.02
11185,12944,8,187.3
11185,17862,8,61.27
11186,138,8,347.38
11186,13903,6,121.43
11186,19013,10,209.94
11186,6002,6,341.31
11187,2600,3,228.09
11187,15815,2,132.69
11187,183,10,105.1
11188,7700,6,310.94
11188,12992,5,58.8
11188,13315,2,12.36
11188,16391,3,464.02
11189,15348,3,326.04
11189,4035,7,484.91
11189,4941,9,113.84
11189,12765,10,308.87
11189,3114,6,417.08
11190,18558,2,485.71
11190,6053,9,92.73
11190,16627,8,424.61
11190,12195,6,223.14
11190,14518,4,128.88
11191,5494,4,487.45
11192,9704,5,275.45
11192,7099,3,192.74
11192,13268,5,19.5
11193,7861,5,187.32
11193,12243,5,338.22
11193,7004,9,343.16
11193,5377,2,443.53
11193,13294,1,252.38
11194,14650,4,9.96
11195,4074,3,267.4
11195,5579,6,176.43
11195,7090,9,368.08
11195,18542,3,475.94
11196,6369,10,59.34
11196,8475,1,430.14
11196,13658,8,16.72
11197,10253,1,139.09
11198,18963,4,245.56
11198,1154,10,349.2
11199,7067,3,117.47
11199,12873,4,336.84
11199,11632,10,250.25
11199,8230,8,370.73
11199,16745,10,317.84
11200,19867,3,75.34
11200,10992,1,451.68
11200,6020,3,478.87
11201,12478,10,223.99
11201,18648,6,198.02
11201,6594,6,193.57
11201,19132,1,231.01
11201,4647,5,183.67
11202,8176,4,318.88
11202,16972,5,97.41
11202,11089,9,93.22
11203,6947,2,172.46
11203,9292,7,423.64
11203,3039,7,136.53
11203,10095,4,340.69
11204,13905,2,113.25
11204,10577,10,178.61
11204,1658,5,277.06
11204,8422,8,128.12
11205,13422,5,10.38
11205,3495,8,77.34
11205,8371,7,72.29
11206,17922,4,233.48
11206,14038,1,235.3
11207,2618,4,276.83
11207,17241,6,120.36
11207,15450,4,76.63
11207,3187,7,496.78
11207,14837,7,343.98
11208,17250,10,498.08
11208,11712,7,174.76
11208,17430,9,311.69
11209,2486,3,270.25
11209,10161,4,227.3
11209,18544,2,32.16
11210,3350,5,401.84
11211,7743,7,423.37
11211,4366,3,189.06
11211,327,4,152.98
11212,12112,1,443.14
11212,19051,2,286.86
11212,2881,7,377.45
11212,550,3,201.65
11212,10703,3,414.4
11213,16137,3,10.29
11214,13822,7,37.24
11214,16797,5,330.63
11215,19609,2,388.27
11216,1642,6,288.87
11216,7605,5,401.78
11217,5353,7,257.32
11217,3591,9,190.92
11217,7440,10,457.35
11218,9380,3,340.93
11218,1299,5,292.75
11218,10878,9,439.57
11218,3147,8,425.67
11219,3253,2,112.61
11219,17114,1,395.79
11219,3686,7,365.77
11220,15446,10,349.52
11220,11712,1,174.76
11220,8876,1,84.4
11221,17914,4,115.49
11221,19151,10,35.57
11221,9354,9,21.64
11221,4178,1,360.74
11222,12956,4,180.15
11223,18500,1,30.84
11224,5910,7,119.71
11224,433,7,218.31
11225,4313,9,163.28
11225,2080,7,191.89
11226,2812,6,255.61
11227,18384,3,61.57
11227,5684,3,109.02
11228,11756,6,214.25
11229,2571,4,417.86
11229,6795,6,172.53
11229,17402,9,199.01
11229,17431,3,335.13
11230,3002,2,7.55
11230,13097,8,111.37
11230,7217,5,469.98
11230,10849,2,55.61
11230,13208,8,315.89
11231,6371,2,36.43
11231,14437,2,202.95
11231,4890,3,497.03
11232,16050,8,283.52
11232,3391,9,469.52
11232,16965,3,456.77
11232,4024,10,415.1
11232,9183,9,147.73
11233,15040,10,285.68
11233,5862,7,103.41
11233,12531,4,498.04
11233,12137,2,131.48
11233,15270,7,8.74
11234,9649,3,53.07
11234,6594,9,193.57
11234,1856,5,214.52
11235,15431,3,495.05
11235,13124,5,68.44
11235,1820,10,110.54
11235,8577,5,352.78
11236,14035,9,390.07
11236,2860,6,245.36
11236,9449,5,415.91
11237,14136,9,144.09
11237,15426,10,229.57
11237,8221,7,375.77
11237,9590,6,70.25
11238,19106,2,28.86
11239,4380,7,434.98
11239,15207,4,152.82
11239,7470,6,79.69
11240,14989,10,97.03
11240,6447,5,299.81
11240,15622,1,203.81
11240,14577,2,434.04
11241,7328,10,31.46
11241,12396,10,213.29
11242,19328,9,443.46
11243,10820,5,430.42
11243,9707,2,288.8
11243,1557,7,255.43
11243,10980,8,344.33
11244,13989,10,128.26
11245,11641,4,216.09
11245,19702,2,123.63
11245,17033,3,428.45
11245,13563,10,55.06
11245,16235,1,498.91
11246,8806,3,181.13
11246,3994,8,357.7
11246,8928,6,425.81
11247,9668,8,466.47
11247,6297,10,66.22
11247,6230,9,189.32
11248,6892,2,226.67
11248,12053,4,43.54
11249,13554,6,437.51
11250,13261,7,82.04
11251,5033,4,488.84
11251,15790,5,311.26
11251,12254,1,432.82
11251,1688,10,349.11
11251,19840,2,97.59
11252,1346,2,331.87
11252,370,9,21.47
11252,5135,2,235.58
11252,3759,2,86.02
11252,8919,6,269.2
11253,17582,2,335.36
11253,13630,8,246.05
11253,14618,10,287.74
11253,19509,1,111.54
11254,16680,1,262.77
11254,19504,4,179.99
11254,18618,2,490.11
11255,9078,2,491.31
11255,2240,6,219.29
11255,11772,8,339.06
11255,39,4,379.27
11256,14607,5,224.83
11257,13957,9,126.2
11257,1872,7,447.66
11257,16242,5,250.97
11257,4689,1,140.6
11257,11957,5,223.05
11258,13264,2,394.84
11258,5528,1,243.55
11258,14194,6,429.1
11258,14075,2,159.45
11259,1477,1,128.35
11259,12260,8,458.77
11259,8091,8,479.32
11259,9693,6,368.5
11259,8706,10,338.28
11260,9142,2,89.11
11260,12056,8,355.59
11261,8229,4,41.01
11261,16022,8,251.52
11261,2535,10,484.64
11262,11051,5,399.84
11262,18947,4,233.32
11262,2556,1,484.73
11263,16113,6,79.68
11264,1794,4,227.51
11264,11844,5,452.35
11265,11302,8,24.25
11265,13438,4,309.42
11265,2899,9,416.73
11265,13433,9,483.24
11266,17475,10,110.06
11266,8772,4,164.89
11267,16729,5,481.07
11267,6187,3,71.85
11267,18720,1,16.7
11267,14333,2,232.06
11267,18170,6,47.96
11268,4363,9,383.31
11268,13640,8,459.44
11268,8566,1,131.42
11269,14517,5,5.44
11270,477,7,476.15
11270,15038,4,445.68
11271,4225,4,299.23
11271,9223,5,95.55
11271,13852,6,236.64
11271,10560,10,165.04
11272,8321,1,278.29
11273,977,10,424.38
11273,3058,9,118.37
11274,2401,5,479.85
11274,10688,1,251.8
11274,9543,8,460.04
11274,18470,6,332.09
11275,14313,6,276.92
11275,2872,5,145.24
11276,71,4,35.93
11276,16555,10,25.11
11277,839,2,316.72
11278,7612,9,36.79
11278,5171,8,409.7
11278,15254,4,391.51
11278,8507,8,452.29
11279,8495,9,407.37
11279,1599,4,303.6
11279,2868,2,417.5
11279,1292,10,288.48
11279,3712,1,121.11
11280,10338,3,116.28
11280,7173,6,281.88
11281,10498,4,478.35
11281,2616,10,50.8
11281,2628,8,251.38
11281,2310,9,128.68
11281,2830,4,373.26
11282,411,3,433.96
11282,13517,2,385.82
11283,15948,1,205.85
11283,18070,1,358.57
11283,2641,8,268.38
11284,9913,10,107.95
11284,11446,2,92.0
11284,13153,6,118.07
11284,3680,7,432.08
11284,10239,10,333.04
11285,3338,9,161.69
11285,13913,4,227.04
11285,19595,5,431.68
11285,19844,3,250.27
11286,16303,4,240.34
11286,2810,7,496.0
11286,3031,8,56.4
11286,1258,5,494.84
11286,14770,7,8.05
11287,16761,2,99.87
11287,14385,3,484.11
11287,5660,10,376.48
11287,7896,2,294.52
11288,12022,1,389.89
11288,19924,10,300.73
11289,18699,2,149.01
11289,12900,3,288.85
11289,2238,8,72.29
11290,5496,4,467.92
11290,1878,10,88.05
11290,12987,7,434.92
11291,7431,9,291.31
11291,19794,3,370.08
11292,15569,6,448.57
11292,10372,7,39.95
11292,3477,6,396.18
11292,13037,9,380.48
11293,11380,10,408.86
11294,7123,8,250.36
11294,1386,1,272.59
11295,18134,6,46.12
11295,602,4,318.53
11295,18592,9,219.92
11296,14971,6,75.12
11296,4891,1,99.73
11296,624,6,15.59
11296,7506,3,151.32
11296,15384,5,12.03
11297,10453,7,67.44
11297,17024,4,109.11
11297,3510,5,202.61
11297,8014,7,113.07
11297,10072,10,317.87
11298,8266,1,361.12
11298,3083,8,216.11
11298,1954,4,109.97
11299,13541,6,49.01
11299,14924,1,172.41
11299,4694,5,33.24
11299,3412,2,218.1
11299,5581,6,344.85
11300,790,9,251.14
11300,2424,3,390.05
11300,18123,8,93.65
11301,3735,5,321.85
11301,9536,2,399.78
11301,17256,7,223.58
11301,12789,9,368.73
11301,10634,2,32.23
11302,12461,10,235.71
11302,8167,4,424.58
11302,19203,2,433.76
11303,10302,8,452.92
11303,19521,3,345.23
11303,3157,7,308.81
11304,11640,6,70.71
11305,1999,2,138.95
11306,17312,1,448.59
11306,9791,5,349.93
11306,17358,3,437.98
11307,351,8,484.97
11308,8782,5,457.44
11308,11165,5,291.02
11308,9352,9,185.61
11308,7739,1,437.7
11308,8091,10,479.32
11309,2227,8,159.37
11309,7942,4,193.59
11310,2773,1,203.49
11310,15053,3,261.11
11310,924,5,403.31
11310,7297,2,365.0
11311,9581,6,237.19
11311,9024,1,350.06
11312,19472,2,195.63
11312,18289,1,438.01
11312,3962,4,407.43
11313,11192,1,108.89
11313,19047,5,420.31
11314,2534,5,457.02
11314,11879,1,352.13
11314,16364,5,198.77
11315,9757,3,330.9
11316,19288,3,97.38
11317,520,10,436.71
11318,12653,6,324.87
11318,18708,4,298.47
11318,637,1,142.97
11318,16019,4,36.42
11319,5243,10,119.23
11319,9869,2,208.82
11319,1434,9,141.07
11319,2825,1,181.73
11320,12613,5,175.74
11320,2518,3,16.52
11320,7365,6,194.65
11321,2755,3,179.59
11321,8767,2,20.46
11322,9623,8,341.95
11322,17611,10,320.54
11323,18918,7,373.63
11323,16590,5,8.25
11324,11147,3,17.92
11324,17572,1,161.43
11324,15449,10,92.05
11325,12046,6,104.8
11325,8200,1,113.31
11325,5041,7,56.3
11325,10285,2,357.41
11325,15457,9,397.2
11326,18809,8,451.75
11326,16702,4,469.02
11326,9878,10,248.04
11326,19607,1,112.64
11327,11311,10,158.4
11328,18174,7,106.02
11328,18472,2,441.44
11328,1892,3,388.41
11328,18340,3,146.22
11328,5153,6,383.3
11329,1153,4,382.31
11329,10705,7,403.09
11329,1242,9,243.64
11329,1709,8,116.69
11329,2249,8,321.44
11330,839,4,316.72
11331,56,3,201.31
11331,13842,7,471.94
11331,13151,6,44.4
11331,17266,5,308.63
11331,7200,2,28.48
11332,13871,9,488.56
11332,17674,2,85.05
11332,4913,6,440.17
11333,2478,9,57.12
11334,9030,3,462.09
11335,15951,4,490.16
11336,19324,8,374.18
11336,6149,5,59.47
11336,18637,8,467.31
11336,18204,10,454.52
11337,2690,8,217.64
11337,12104,3,480.33
11338,12424,9,331.35
11338,19697,4,468.66
11338,15531,5,59.48
11338,3630,4,259.99
11338,16892,4,152.03
11339,14828,6,13.12
11339,15320,5,382.64
11339,9607,7,307.38
11339,19950,4,64.32
11340,343,7,38.39
11340,16753,10,377.37
11341,7236,4,437.46
11342,1384,5,18.01
11342,12838,5,405.31
11343,17012,5,392.81
11343,11146,6,410.58
11343,19253,1,262.71
11343,4389,4,233.02
11343,5158,7,210.14
11344,1162,3,444.05
11344,8949,10,52.47
11344,17069,4,463.25
11345,11272,1,155.12
11345,14153,6,96.64
11345,18873,5,374.57
11345,16012,7,201.9
11346,17214,10,41.77
11346,10180,7,334.01
11347,11289,3,258.66
11347,15465,4,216.15
11347,527,1,234.12
11347,12272,4,59.28
11348,15745,6,38.36
11348,8400,1,383.52
11349,11787,5,387.31
11349,4569,7,304.28
11350,9765,8,128.71
11350,15810,9,109.69
11350,12301,2,355.74
11351,965,8,350.01
11351,18254,9,368.67
11351,641,6,386.52
11351,11760,9,14.74
11352,8716,7,307.48
11352,2762,10,378.27
11353,15536,2,186.32
11353,15174,4,445.24
11354,19179,7,341.6
11354,10798,1,152.0
11354,6499,1,114.13
11354,12536,9,436.39
11355,1169,6,136.55
11355,16813,7,208.28
11355,14282,4,474.34
11355,5577,5,331.28
11356,3720,2,234.17
11356,9978,5,61.4
11356,1523,1,453.89
11356,6989,7,296.41
11356,4537,8,292.56
11357,12677,5,434.41
11357,16485,10,484.47
11357,10758,3,137.69
11358,18960,8,394.74
11358,18911,4,207.18
11358,4340,9,334.12
11358,3439,8,166.32
11358,5325,3,189.09
11359,14755,9,483.07
11360,19607,7,112.64
11361,3352,8,14.29
11361,17731,1,147.23
11361,7774,9,356.46
11361,6160,1,370.94
11362,8010,3,352.71
11362,12498,9,115.01
11362,7099,10,192.74
11362,6664,5,71.62
11362,140,9,248.3
11363,9371,2,489.84
11363,17689,10,147.17
11363,10271,3,419.29
11363,19974,1,341.82
11363,19368,10,449.01
11364,4497,2,64.15
11364,6573,2,453.39
11364,4376,1,471.92
11364,16406,4,341.27
11364,11972,10,476.75
11365,1438,5,39.51
11365,15985,2,482.73
11365,2437,3,154.39
11365,7346,9,96.12
11365,10397,9,186.92
11366,3330,2,311.68
11366,19211,10,25.26
11366,10024,2,234.41
11367,7470,4,79.69
11367,1522,10,72.86
11367,17541,7,28.01
11367,14996,10,351.88
11367,4143,3,342.24
11368,9393,1,36.91
11369,6694,9,320.71
11369,18197,2,256.88
11369,1800,6,110.72
11369,17017,8,310.57
11370,7996,2,28.94
11370,10586,8,160.51
11370,6196,1,117.1
11371,12935,6,377.71
11372,2576,3,250.68
11372,19765,9,317.26
11372,13070,4,202.13
11373,5284,2,483.5
11373,8474,3,215.13
11373,10657,6,449.3
11374,13170,2,359.81
11374,12305,8,494.75
11375,18878,1,422.14
11375,11804,7,369.75
11375,7853,9,458.67
11375,4657,7,160.3
11375,655,4,255.16
11376,13433,9,483.24
11376,10792,10,315.79
11376,9310,2,469.85
11376,17352,4,258.45
11377,11119,3,119.2
11377,8081,6,487.3
11378,11267,1,304.76
11378,2666,3,53.16
11378,1047,8,411.05
11378,4376,7,471.92
11379,16383,4,402.62
11379,8687,1,486.03
11379,10328,5,39.72
11379,18833,8,219.11
11380,19128,9,188.16
11380,3801,9,357.39
11380,14218,8,5.79
11381,5718,6,163.8
11381,3318,10,390.74
11381,18237,10,80.8
11382,224,10,190.7
11383,2110,2,391.16
11383,13185,5,154.44
11384,12971,4,386.6
11384,8326,8,358.8
11385,4444,4,20.3
11385,13203,2,320.17
11385,8145,3,125.99
11385,5254,9,284.55
11385,10913,6,319.73
11386,2821,7,382.46
11386,12806,7,90.77
11386,17247,10,336.22
11386,6973,6,462.09
11386,15724,3,90.34
