order_id,customer_id,order_status_id,ship_address_id,shipper_id,order_date,total_amount
11389,2956,4,631,335,2024-10-02,2633.95
11390,40,1,287,254,2025-02-02,11346.76
11391,1141,2,2800,330,2024-08-15,9072.96
11392,2810,1,1694,88,2024-10-02,2167.8
11393,4455,3,1479,350,2024-12-10,2244.5499999999997
11394,325,1,2294,67,2024-06-09,953.76
11395,3731,2,1037,499,2025-03-09,5902.8099999999995
11396,1589,4,944,317,2024-09-20,12680.14
11397,3505,1,1434,349,2024-05-26,7401.5
11398,86,3,1917,448,2024-07-09,131.52
11399,3408,2,1751,227,2024-08-25,5016.83
11400,4899,2,1668,219,2024-05-22,7300.629999999999
11401,4680,2,912,132,2025-04-29,440.63
11402,1449,3,1918,454,2025-02-25,966.95
11403,3692,2,1331,245,2025-01-21,5468.07
11404,1999,3,1747,389,2025-02-06,8872.18
11405,1106,3,2780,451,2024-05-18,5012.79
11406,1954,4,618,454,2025-04-06,2954.42
11407,4266,1,1218,452,2024-09-20,3839.39
11408,2719,2,879,107,2025-02-08,2518.19
11409,3455,4,426,497,2024-08-30,4484.25
11410,4809,3,798,500,2025-03-06,2498.69
11411,2802,1,84,213,2024-06-14,1686.6100000000001
11412,2773,4,1232,31,2024-09-12,1507.2
11413,1165,1,2344,144,2024-08-27,2832.7000000000003
11414,3430,4,949,204,2024-11-26,663.42
11415,3909,4,747,87,2024-10-25,833.38
11416,3638,3,1637,309,2024-08-15,1005.12
11417,54,4,1694,19,2025-01-23,4868.31
11418,2875,2,859,230,2024-10-27,677.39
11419,3295,4,2131,355,2025-05-03,8036.95
11420,4389,1,2217,243,2024-07-24,3647.77
11421,132,4,101,222,2024-07-28,5658.639999999999
11422,3033,2,352,69,2024-11-07,308.37
11423,3549,3,2597,235,2025-02-04,343.52
11424,2355,2,2887,24,2024-08-07,3301.45
11425,1136,3,785,260,2024-07-12,5307.400000000001
11426,3120,2,2707,432,2024-10-24,2989.46
11427,3999,2,1403,466,2024-11-02,3615.75
11428,4056,4,2020,428,2024-08-17,261.72
11429,4953,1,340,184,2025-04-08,4673.13
11430,2191,3,2539,361,2025-02-04,4859.55
11431,3085,2,2218,198,2025-01-25,5304.300000000001
11432,3459,2,2643,167,2024-05-24,6050.120000000001
11433,108,1,889,206,2024-10-19,576.4499999999999
11434,247,2,1636,478,2025-01-21,5483.530000000001
11435,2088,1,636,279,2025-01-18,11082.31
11436,432,1,2994,439,2025-03-29,8044.85
11437,3128,3,2134,43,2025-01-18,6023.0
11438,4361,4,805,226,2024-09-21,6284.209999999999
11439,821,4,2716,477,2025-03-07,842.3299999999999
11440,4453,3,205,181,2025-02-02,1259.1399999999999
11441,2075,3,835,333,2024-08-14,2851.75
11442,3542,2,1947,492,2025-01-03,575.04
11443,4162,4,130,81,2024-06-13,8255.14
11444,3543,1,1765,271,2025-03-15,2625.7
11445,4575,2,2588,403,2025-03-19,6802.82
11446,1941,3,2199,207,2024-09-18,2775.4999999999995
11447,4466,2,2705,279,2024-06-23,4033.0600000000004
11448,2728,3,2999,72,2024-08-06,1652.55
11449,528,2,1163,33,2024-10-05,9072.83
11450,4772,4,1587,491,2024-06-17,9931.46
11451,3888,3,1755,493,2024-11-26,5896.740000000001
11452,1517,1,2672,119,2024-06-18,5245.13
11453,4137,1,84,13,2025-03-11,2066.54
11454,3466,4,2110,294,2024-07-28,1624.98
11455,59,3,97,110,2025-02-20,4722.9800000000005
11456,2958,3,286,127,2025-01-25,5911.84
11457,2940,1,979,294,2024-11-04,3328.38
11458,3015,1,2848,442,2025-02-25,8255.56
11459,791,4,2791,277,2024-09-18,8561.71
11460,2062,3,2569,159,2024-09-11,8250.77
11461,1167,4,2620,331,2025-01-31,3752.5499999999997
11462,1932,1,2929,407,2024-07-31,1983.52
11463,4612,4,1491,230,2024-07-07,5739.97
11464,274,2,36,423,2025-02-24,7280.3099999999995
11465,4214,1,2392,273,2024-11-06,280.26
11466,1128,4,1208,368,2025-03-15,2336.86
11467,4654,4,2521,448,2024-05-25,1927.77
11468,3736,1,145,15,2025-03-12,5658.110000000001
11469,2422,2,2620,372,2025-03-22,3229.05
11470,248,1,2155,474,2024-09-13,1397.52
11471,4524,1,1202,226,2025-01-08,4107.02
11472,2417,3,128,212,2024-12-13,455.56
11473,4317,2,1755,497,2024-11-04,966.3800000000001
11474,4870,2,2161,265,2024-11-21,1512.42
11475,4767,1,2972,137,2024-10-12,4212.6
11476,3101,2,2461,341,2024-11-04,988.23
11477,1028,3,2435,16,2024-09-02,5309.26
11478,4278,3,2333,425,2024-08-01,6592.140000000001
11479,1700,4,1793,247,2024-09-01,3649.92
11480,3716,4,2611,392,2024-05-28,4475.4
11481,115,4,725,338,2025-04-19,6392.9800000000005
11482,2862,1,2802,88,2025-01-21,2661.54
11483,3023,2,2103,250,2025-02-17,4964.17
11484,988,4,1832,132,2025-01-20,3949.09
11485,1302,4,1512,174,2024-09-04,8023.820000000001
11486,359,2,2569,40,2025-02-27,5472.97
11487,2767,1,896,75,2024-09-26,5290.6
11488,527,1,1517,403,2025-01-12,4779.720000000001
11489,726,3,660,280,2024-11-04,2753.6800000000003
11490,144,2,1596,22,2025-01-01,7757.7
11491,2646,2,2286,169,2025-03-12,1359.05
11492,1688,3,250,262,2025-03-03,305.52
11493,719,3,611,484,2024-05-24,3452.0600000000004
11494,3104,1,2588,290,2025-01-03,6943.17
11495,1326,1,1455,375,2024-07-31,5271.63
11496,1228,4,1352,216,2024-10-02,3379.8
11497,352,4,232,73,2025-05-13,252.35999999999999
11498,4673,4,1089,103,2025-02-26,3531.44
11499,1857,4,1490,360,2025-01-21,2303.86
11500,793,3,1364,406,2024-10-07,846.3
11501,544,2,414,285,2024-08-21,4589.74
11502,4124,1,19,404,2025-05-01,4118.58
11503,1277,1,2945,142,2024-12-13,2908.83
11504,2610,2,954,397,2024-05-22,2034.41
11505,1919,3,2182,100,2024-07-16,3903.3100000000004
11506,3106,1,1974,480,2024-11-12,1671.5
11507,3852,4,524,493,2025-03-04,1768.44
11508,3003,3,1220,194,2024-12-30,4755.629999999999
11509,3818,2,238,239,2024-12-12,6848.6900000000005
11510,1340,3,565,115,2024-10-27,2804.3599999999997
11511,4397,2,2897,17,2025-02-04,1554.97
11512,2760,3,1815,343,2024-11-13,3888.75
11513,2751,4,450,142,2024-07-15,1114.26
11514,2095,2,2609,313,2024-10-14,5017.07
11515,4648,2,1812,147,2025-04-08,3983.5699999999997
11516,1660,1,341,92,2025-02-11,3364.7000000000003
11517,3,4,545,320,2025-01-28,223.86
11518,4929,4,2053,229,2025-01-27,4055.24
11519,1706,3,2429,35,2024-10-17,3909.92
11520,1592,4,2115,432,2024-10-27,5624.219999999999
11521,3919,1,1361,71,2024-07-31,3833.83
11522,3632,3,70,160,2024-08-15,7295.53
11523,3592,1,719,407,2024-07-23,2960.3500000000004
11524,3516,4,848,438,2024-05-20,5990.25
11525,4323,1,414,484,2025-05-17,622.47
11526,295,1,478,276,2024-07-26,6288.130000000001
11527,2280,4,200,241,2024-05-22,6994.5
11528,1042,1,2012,176,2024-06-06,566.35
11529,4461,1,103,473,2025-03-04,1900.04
11530,445,1,1409,379,2025-01-31,1200.76
11531,3342,3,1182,164,2025-02-02,1307.45
11532,4015,1,2132,402,2024-10-13,3339.5
11533,4551,3,2216,428,2024-11-04,341.36
11534,4214,1,1445,249,2024-07-14,2781.08
11535,613,3,1592,226,2025-01-30,8698.0
11536,1925,1,356,304,2025-02-07,8089.77
11537,743,4,2315,349,2024-12-25,1312.75
11538,4489,4,2516,85,2025-01-22,5825.6
11539,1835,4,1003,455,2024-10-18,8414.519999999999
11540,3593,2,917,183,2025-04-22,5583.349999999999
11541,4322,1,957,404,2025-04-21,177.95
11542,3843,3,2737,260,2025-04-12,8344.55
11543,4281,2,786,195,2024-08-23,2041.52
11544,3990,3,907,82,2024-08-18,5783.320000000001
11545,2353,4,2353,161,2024-11-02,1708.01
11546,2477,1,2864,292,2025-01-23,6130.44
11547,554,4,374,25,2024-06-16,5802.49
11548,4980,1,803,402,2024-12-21,2824.1800000000003
